车列表名称,车列表参数,组合场景,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,哈尔滨中央大街到冰雪大世界，需要特价专车，预算45元上下,高德车列表,sessionId20250606lhx2148,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n哈尔滨中央大街到冰雪大世界，需要特价专车，预算45元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""哈尔滨中央大街到冰雪大世界，需要特价专车，预算45元上下\""}""}]","```json
[{""app"": ""无"", ""category"": ""特价专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 45, ""price_max"": 45, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特价专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 45, ""price_max"": 45, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,长春净月潭到长影世纪城，使用享道出行车型的车，费用差不多40元,高德车列表,sessionId20250606lhx2149,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n长春净月潭到长影世纪城，使用享道出行车型的车，费用差不多40元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""长春净月潭到长影世纪城，使用享道出行车型的车，费用差不多40元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""享道出行"", ""price"": true, ""price_min"": 40, ""price_max"": 40, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""享道出行"", ""price"": true, ""price_min"": 40, ""price_max"": 40, ""fast"": false}]
```",[],"['83','118']",1,1,1,1,1,1,0,0,
,,合肥天鹅湖到三河古镇，叫迪尔出行车型的车，价格固定12.5元,高德车列表,sessionId20250606lhx2150,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n合肥天鹅湖到三河古镇，叫迪尔出行车型的车，价格固定12.5元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""合肥天鹅湖到三河古镇，叫迪尔出行车型的车，价格固定12.5元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""迪尔出行"", ""price"": true, ""price_min"": 12.5, ""price_max"": 12.5, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""迪尔出行"", ""price"": true, ""price_min"": 12.5, ""price_max"": 12.5, ""fast"": false}]
```",[],['100'],1,1,1,1,1,1,0,0,
,,济南趵突泉到大明湖新区，使用南京出租，预估7元至9元,高德车列表,sessionId20250606lhx2151,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n济南趵突泉到大明湖新区，使用南京出租，预估7元至9元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""济南趵突泉到大明湖新区，使用南京出租，预估7元至9元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""南京出租"", ""price"": true, ""price_min"": 7, ""price_max"": 9, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""南京出租"", ""price"": true, ""price_min"": 7, ""price_max"": 9, ""fast"": false}]
```",['67'],['67'],1,1,1,1,1,1,1,1,
,,福州三坊七巷到平潭岛北港村，选有滴出行车型的车，费用7元左右,高德车列表,sessionId20250606lhx2152,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n福州三坊七巷到平潭岛北港村，选有滴出行车型的车，费用7元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""福州三坊七巷到平潭岛北港村，选有滴出行车型的车，费用7元左右\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""有滴出行"", ""price"": true, ""price_min"": 7, ""price_max"": 7, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""有滴出行"", ""price"": true, ""price_min"": 7, ""price_max"": 7, ""fast"": false}]
```",[],['65'],1,1,1,1,1,1,0,0,
,,昆明滇池海埂公园到石林风景区，需要妥妥E行车型的车，15元之内,高德车列表,sessionId20250606lhx2153,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n昆明滇池海埂公园到石林风景区，需要妥妥E行车型的车，15元之内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""昆明滇池海埂公园到石林风景区，需要妥妥E行车型的车，15元之内\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""妥妥E行"", ""price"": true, ""price_min"": 0, ""price_max"": 15, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""妥妥E行"", ""price"": true, ""price_min"": 0, ""price_max"": 15, ""fast"": false}]
```","['55', '111']","['55','109','111']",1,1,1,1,1,1,1,0.67,
,,南宁青秀山到方特东盟神画，使用“聚的新出租”车型的车，价格约12元,高德车列表,sessionId20250606lhx2154,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n南宁青秀山到方特东盟神画，使用“聚的新出租”车型的车，价格约12元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南宁青秀山到方特东盟神画，使用“聚的新出租”车型的车，价格约12元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚的新出租"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚的新出租"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```",[],['110'],1,1,1,1,1,1,0,0,
,,乌鲁木齐国际大巴扎到天山天池，叫腾飞新出租车型的车，预算18元上下,高德车列表,sessionId20250606lhx2155,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n乌鲁木齐国际大巴扎到天山天池，叫腾飞新出租车型的车，预算18元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""乌鲁木齐国际大巴扎到天山天池，叫腾飞新出租车型的车，预算18元上下\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞新出租"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞新出租"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,兰州黄河铁桥到兴隆山景区，选经济型分类，费用差不多11元,高德车列表,sessionId20250606lhx2156,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n兰州黄河铁桥到兴隆山景区，选经济型分类，费用差不多11元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""兰州黄河铁桥到兴隆山景区，选经济型分类，费用差不多11元\""}""}]","```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```","['6', '7', '12', '13', '15', '17', '18', '19', '23']","['6','7','12','13','15','16','17','18','19','20','21','23','72']",1,1,1,1,1,1,1,0.69,
,,海口骑楼老街到火山口公园，使用风韵出行车型的车，价格区间9-12元,高德车列表,sessionId20250606lhx2157,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n海口骑楼老街到火山口公园，使用风韵出行车型的车，价格区间9-12元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""海口骑楼老街到火山口公园，使用风韵出行车型的车，价格区间9-12元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""风韵出行"", ""price"": true, ""price_min"": 9, ""price_max"": 12, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""风韵出行"", ""price"": true, ""price_min"": 9, ""price_max"": 12, ""fast"": false}]
```",['9'],['9'],1,1,1,1,1,1,1,1,
,,三亚亚龙湾到天涯海角，预约旅程专车车型的车，预估费用30元以上,高德车列表,sessionId20250606lhx2158,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n三亚亚龙湾到天涯海角，预约旅程专车车型的车，预估费用30元以上\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""三亚亚龙湾到天涯海角，预约旅程专车车型的车，预估费用30元以上\""}""}]","```json
[{""app"": ""无"", ""category"": ""旅程专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 30, ""price_max"": 100000, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""旅程专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 30, ""price_max"": 100000, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,珠海情侣路到长隆横琴湾酒店，叫“鞍马聚的-高档出租车”车型的车，价格35元内,高德车列表,sessionId20250606lhx2159,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n珠海情侣路到长隆横琴湾酒店，叫“鞍马聚的-高档出租车”车型的车，价格35元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""珠海情侣路到长隆横琴湾酒店，叫“鞍马聚的-高档出租车”车型的车，价格35元内\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-高档出租车"", ""price"": true, ""price_min"": 0, ""price_max"": 35, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-高档出租车"", ""price"": true, ""price_min"": 0, ""price_max"": 35, ""fast"": false}]
```",['75'],['75'],1,1,1,1,1,1,1,1,
,,佛山祖庙到顺德清晖园，使用365约车车型的车，费用约10元,高德车列表,sessionId20250606lhx2160,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n佛山祖庙到顺德清晖园，使用365约车车型的车，费用约10元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""佛山祖庙到顺德清晖园，使用365约车车型的车，费用约10元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""365约车"", ""price"": true, ""price_min"": 10, ""price_max"": 10, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""365约车"", ""price"": true, ""price_min"": 10, ""price_max"": 10, ""fast"": false}]
```",[],['72'],1,1,1,1,1,1,0,0,
,,常州中华恐龙园到天目湖，选神州专车类目，预算50元左右,高德车列表,sessionId20250606lhx2161,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n常州中华恐龙园到天目湖，选神州专车类目，预算50元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""常州中华恐龙园到天目湖，选神州专车类目，预算50元左右\""}""}]","```json
[{""app"": ""无"", ""category"": ""神州专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""神州专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```",[],"['82','88']",1,1,1,1,1,1,0,0,
,,温州江心屿到楠溪江古村落，需要及时用车车型的车，价格固定7.6元,高德车列表,sessionId20250606lhx2162,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n温州江心屿到楠溪江古村落，需要及时用车车型的车，价格固定7.6元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""温州江心屿到楠溪江古村落，需要及时用车车型的车，价格固定7.6元\""}""}]","```json
[{""app"": ""无"", ""category"": ""及时用车车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 7.6, ""price_max"": 7.6, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""及时用车车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 7.6, ""price_max"": 7.6, ""fast"": false}]
```",['56'],['56'],1,1,1,1,1,1,1,1,
,,南昌滕王阁到鄱阳湖湿地，使用经济分类，费用差不多8元,高德车列表,sessionId20250606lhx2163,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n南昌滕王阁到鄱阳湖湿地，使用经济分类，费用差不多8元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南昌滕王阁到鄱阳湖湿地，使用经济分类，费用差不多8元\""}""}]","```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": true, ""price_min"": 8, ""price_max"": 8, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": true, ""price_min"": 8, ""price_max"": 8, ""fast"": false}]
```","['3', '4', '14', '49', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '66', '67', '68', '69']","['3','4','14','49','51','52','53','54','55','56','57','58','59','60','61','62','63','64','66','67','68','69']",1,1,1,1,1,1,1,1,
,,贵阳甲秀楼到天河潭景区，叫聚优出行车型的车，预估9元至11元,高德车列表,sessionId20250606lhx2164,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n贵阳甲秀楼到天河潭景区，叫聚优出行车型的车，预估9元至11元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""贵阳甲秀楼到天河潭景区，叫聚优出行车型的车，预估9元至11元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出行"", ""price"": true, ""price_min"": 9, ""price_max"": 11, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出行"", ""price"": true, ""price_min"": 9, ""price_max"": 11, ""fast"": false}]
```","['15', '74']","['15', '74']",1,1,1,1,1,1,1,1,
,,石家庄正定隆兴寺到赵州桥，使用曹操出行车型的车，价格区间8-10元,高德车列表,sessionId20250606lhx2165,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n石家庄正定隆兴寺到赵州桥，使用曹操出行车型的车，价格区间8-10元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""石家庄正定隆兴寺到赵州桥，使用曹操出行车型的车，价格区间8-10元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 8, ""price_max"": 10, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 8, ""price_max"": 10, ""fast"": false}]
```",[],['48'],1,1,1,1,1,1,0,0,
,,太原晋祠到平遥古城，选特价拼车类目，费用12元上下,高德车列表,sessionId20250606lhx2166,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n太原晋祠到平遥古城，选特价拼车类目，费用12元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""太原晋祠到平遥古城，选特价拼车类目，费用12元上下\""}""}]","```json
[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```","['45', '47']","['45', '47']",1,1,1,1,1,1,1,1,
,,呼和浩特大召寺到希拉穆仁草原，需要首汽约车车型的车，预算20元以内,高德车列表,sessionId20250606lhx2167,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n呼和浩特大召寺到希拉穆仁草原，需要首汽约车车型的车，预算20元以内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""呼和浩特大召寺到希拉穆仁草原，需要首汽约车车型的车，预算20元以内\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": true, ""price_min"": 0, ""price_max"": 20, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": true, ""price_min"": 0, ""price_max"": 20, ""fast"": false}]
```","['17', '30', '62']","['17','30','62','89']",1,1,1,1,1,1,1,0.75,
,,拉萨布达拉宫到纳木错，使用六座商务车型，价格差不多35元,高德车列表,sessionId20250606lhx2168,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n拉萨布达拉宫到纳木错，使用六座商务车型，价格差不多35元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""拉萨布达拉宫到纳木错，使用六座商务车型，价格差不多35元\""}""}]","```json
[{""app"": ""无"", ""category"": ""商务车"", ""mode"": ""无"", ""price"": true, ""price_min"": 35, ""price_max"": 35, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""商务车"", ""mode"": ""无"", ""price"": true, ""price_min"": 35, ""price_max"": 35, ""fast"": false}]
```",['42'],['42'],1,1,1,1,1,1,1,1,
,,西宁塔尔寺到青海湖二郎剑，叫品质专车，费用45元左右,高德车列表,sessionId20250606lhx2169,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n西宁塔尔寺到青海湖二郎剑，叫品质专车，费用45元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西宁塔尔寺到青海湖二郎剑，叫品质专车，费用45元左右\""}""}]","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 45, ""price_max"": 45, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 45, ""price_max"": 45, ""fast"": false}]
```","['77', '78', '79']","['77','78','79','82','113']",1,1,1,1,1,1,1,0.6,
,,银川镇北堡影视城到沙湖景区，使用特快车服务，预估19元,高德车列表,sessionId20250606lhx2170,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n银川镇北堡影视城到沙湖景区，使用特快车服务，预估19元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""银川镇北堡影视城到沙湖景区，使用特快车服务，预估19元\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 19, ""price_max"": 19, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 19, ""price_max"": 19, ""fast"": false}]
```",['25'],['25'],1,1,1,1,1,1,1,1,
,,徐州云龙湖到龟山汉墓，选经济型类目，价格固定8.5元,高德车列表,sessionId20250606lhx2171,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n徐州云龙湖到龟山汉墓，选经济型类目，价格固定8.5元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""徐州云龙湖到龟山汉墓，选经济型类目，价格固定8.5元\""}""}]","```json
[{""app"": ""无"", ""category"": ""经济型类目"", ""mode"": ""无"", ""price"": true, ""price_min"": 8.5, ""price_max"": 8.5, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""经济型类目"", ""mode"": ""无"", ""price"": true, ""price_min"": 8.5, ""price_max"": 8.5, ""fast"": false}]
```","['3', '4', '5', '14']","['3','4','5','10','14','48','49','50','51','53','54','55','57','58','59','60','61','62','66','68','69','74']",1,1,1,1,1,1,1,0.18,
,,洛阳龙门石窟到白马寺，需要环旅出行车型的车，费用区间8-10元,高德车列表,sessionId20250606lhx2172,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n洛阳龙门石窟到白马寺，需要环旅出行车型的车，费用区间8-10元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""洛阳龙门石窟到白马寺，需要环旅出行车型的车，费用区间8-10元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": true, ""price_min"": 8, ""price_max"": 10, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": true, ""price_min"": 8, ""price_max"": 10, ""fast"": false}]
```",['57'],"['10','57']",1,1,1,1,1,1,1,0.5,
,,桂林象鼻山到龙脊梯田，使用“鞍马聚的-低档”车型的车，价格19元内,高德车列表,sessionId20250606lhx2173,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n桂林象鼻山到龙脊梯田，使用“鞍马聚的-低档”车型的车，价格19元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""桂林象鼻山到龙脊梯田，使用“鞍马聚的-低档”车型的车，价格19元内\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-低档"", ""price"": true, ""price_min"": 19, ""price_max"": 19, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-低档"", ""price"": true, ""price_min"": 19, ""price_max"": 19, ""fast"": false}]
```",[],['85'],1,1,1,1,1,1,0,0,
,,泉州开元寺到崇武古城，叫旅程约车车型的车，费用差不多8.3元,高德车列表,sessionId20250606lhx2174,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n泉州开元寺到崇武古城，叫旅程约车车型的车，费用差不多8.3元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""泉州开元寺到崇武古城，叫旅程约车车型的车，费用差不多8.3元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程约车"", ""price"": true, ""price_min"": 8.3, ""price_max"": 8.3, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程约车"", ""price"": true, ""price_min"": 8.3, ""price_max"": 8.3, ""fast"": false}]
```",['14'],"['14','59']",1,1,1,1,1,1,1,0.5,
,,南通狼山到濠河风景区，使用沛途出行车型的车，预算8元至9元,高德车列表,sessionId20250606lhx2175,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n南通狼山到濠河风景区，使用沛途出行车型的车，预算8元至9元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南通狼山到濠河风景区，使用沛途出行车型的车，预算8元至9元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""沛途出行"", ""price"": true, ""price_min"": 8, ""price_max"": 9, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""沛途出行"", ""price"": true, ""price_min"": 8, ""price_max"": 9, ""fast"": false}]
```",[],['58'],1,1,1,1,1,1,0,0,
,,绍兴鲁迅故里到安昌古镇，选阳光出行车型的车，价格固定8.2元,高德车列表,sessionId20250606lhx2176,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n绍兴鲁迅故里到安昌古镇，选阳光出行车型的车，价格固定8.2元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""绍兴鲁迅故里到安昌古镇，选阳光出行车型的车，价格固定8.2元\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": true, ""price_min"": 8.2, ""price_max"": 8.2, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": true, ""price_min"": 8.2, ""price_max"": 8.2, ""fast"": false}]
```","['51', '56', '61', '66']",['61'],1,1,1,1,1,1,0,1,
