query,车辆候选列表,车型组合,category,category正确答案,mode,mode正确答案
武汉光谷到天河机场车费必须低于35元,[],[],,无,,无
长沙五一广场到黄花机场价格刚好28元整,[],[],,无,,无
苏州拙政园到上海虹桥站费用不超过80元,[],[],,无,,无
郑州东站到CBD会展中心预算固定22元,[],[],,无,,无
天津滨海机场到意式风情街最高28元车费,[],[],,无,,无
厦门鼓浪屿到高崎机场价格必须18元整,[],[],,无,,无
青岛五四广场到流亭机场车费卡死35元,[],[],,无,,无
珠海长隆到金湾机场费用限制60元整,[],[],,无,,无
佛山祖庙到广州白云机场不超过45元,[],[],,无,,无
东莞松山湖到深圳北站价格等于25元,[],[],,无,,无
沈阳中街到桃仙机场费用严格25元内,[],[],,无,,无
济南大明湖到遥墙机场最高30元预算,[],[],,无,,无
福州三坊七巷到长乐机场车费必须22元,[],[],,无,,无
合肥政务区到新桥机场价格限制35元,[],[],,无,,无
昆明滇池到长水机场不能超40元,[],[],,无,,无
南宁万象城到吴圩机场预算固定28元,[],[],,无,,无
从南京南站打车到新街口地铁站开会，价格7元左右建议提前确认路线,[],[],,无,,无
预算15元以内从北京朝阳区国贸大厦坐车到首都国际机场T3航站楼要打表计价,[],[],,无,,无
去萧山国际机场出发层开会的话，杭州西湖断桥打车费用不超过20元合理,[],[],,无,,无
广州天河体育中心打的到白云机场B区，车费大约25元要看具体时段,[],[],,无,,无
价格30元上下从上海陆家嘴环形天桥打车到虹桥枢纽2号航站楼需确认路线,[],[],,无,,无
成都春熙路IFS熊猫雕塑坐车去双流机场T2，预估35元之内含高速费需确认,[],[],,无,,无
深圳福田COCOPark打车到宝安机场国内到达厅，花费40元以内建议错峰出行,[],[],,无,,无
西安钟鼓楼广场坐车到咸阳机场交通中心，车资不超过45元要提前预约车辆,[],[],,无,,无
预算50元左右从重庆洪崖洞景区入口打车到江北机场网约车专区记得索要发票,[],[],,无,,无
苏州东方之门地铁站打的到苏南硕放机场停车场，费用7-9元建议平台叫车,[],[],,无,,无
武汉黄鹤楼东门坐车去天河机场贵宾楼，价格差不多12元要确认是否绕路,[],[],,无,,无
预估15元以内从天津之眼摩天轮打车到滨海机场巴士站避开晚高峰时段,[],[],,无,,无
长沙橘子洲头毛泽东雕像打车到黄花机场出发层，花费18元上下需明确上车点,[],[],,无,,无
郑州东站西广场坐车到新郑机场城际站，费用不超过22元建议早出发,[],[],,无,,无
宁波老外滩打的去栎社机场3号门，预算25元以内要确认计价方式,[],[],,无,,无
厦门鼓浪屿三丘田码头打车到高崎机场T4，车费28元左右可能含夜间附加费,[],[],,无,,无
花费35元之内从青岛五四广场坐车到胶东机场网约车专区注意交通状况,[],[],,无,,无
沈阳中街步行街打车到桃仙机场巴士总站，价格40元以内建议多人分摊,[],[],,无,,无
大连星海广场坐车去周水子机场国内到达，费用45元上下要看具体定位,[],[],,无,,无
无锡灵山胜境打车到苏南硕放机场停车场，预算不超过50元留足时间,[],[],,无,,无
南京夫子庙秦淮河游船码头打的去禄口机场交通中心，费用7-8元需确认时段,[],[],,无,,无
北京王府井百货大楼坐车到南苑机场出发层开会，价格差不多10元要打表,[],[],,无,,无
预估12元以内从杭州钱江新城城市阳台打车到萧山机场贵宾通道不能超支,[],[],,无,,无
广州小蛮腰塔底坐车到白云机场P5停车场，花费15元上下避开拥堵路段,[],[],,无,,无
上海迪士尼乐园入口打车去浦东机场磁浮站，预算20元以内建议平台比价,[],[],,无,,无
成都宽窄巷子东广场坐车到天府机场北入口，费用25元左右需确认路线,[],[],,无,,无
深圳世界之窗地铁E口打车到深圳湾口岸，价格30元以内注意是否跨区收费,[],[],,无,,无
西安大唐不夜城步行街坐车去咸阳机场T3，花费35元上下可能涉及夜间费,[],[],,无,,无
费用不超过40元从重庆解放碑步行街打车到重庆西站北广场要提前预约,[],[],,无,,无
苏州拙政园南门打的到苏州站北广场，预算45元以内建议错峰出行,[],[],,无,,无
武汉户部巷美食街坐车去武汉站东进站口，价格8-10元记得检查计价器,[],[],,无,,无
天津五大道民园广场打车到天津站地下停车场，费用差不多12元确认路线,[],[],,无,,无
预估15元以内从长沙梅溪湖文化艺术中心坐车到长沙南站西广场带零钱,[],[],,无,,无
郑州二七纪念塔打车到郑州站网约车专区，花费18元上下避开早高峰时段,[],[],,无,,无
宁波天一广场1号门坐车去栎社机场，预算不超过22元建议平台叫车,[],[],,无,,无
厦门曾厝垵文创中心打车到厦门北站南入口，费用25元左右要看具体时段,[],[],,无,,无
青岛栈桥回澜阁坐车去青岛北站东广场，价格30元以内确认是否走高架,[],[],,无,,无
沈阳故宫博物院正门打车到沈阳南站地下通道，花费35元上下可能跨区收费,[],[],,无,,无
费用不超过40元从大连金石滩坐车到大连北站建议多人拼车,[],[],,无,,无
无锡鼋头渚景区打车去无锡东站，预算45元以内需明确上车位置,[],[],,无,,无
南京中山陵音乐台坐车到南京站南广场，价格9-11元记得索要乘车凭证,[],[],,无,,无
北京颐和园十七孔桥打车去北京西站北二层平台，费用差不多13元避开高峰,[],[],,无,,无
杭州宋城景区停车场坐车到杭州东站西进站口，预估15元以内要打表计价,[],[],,无,,无
广州长隆野生动物世界南门打车去广州南站P8，花费18元上下确认路线,[],[],,无,,无
上海豫园九曲桥坐车到上海站北广场，预算不超过23元建议错峰出行,[],[],,无,,无
成都都江堰景区打车去成都东站，费用25元左右需确认是否含停车费,[],[],,无,,无
深圳华侨城创意园坐车到福田高铁站3号口，价格30元以内注意时段差异,[],[],,无,,无
西安秦始皇兵马俑打车到西安北站，花费35元上下可能涉及跨市费用,[],[],,无,,无
重庆磁器口古镇坐车到沙坪坝火车站，费用不超过40元要提前预约车辆,[],[],,无,,无
苏州同里古镇打车去苏州园区站，预算45元以内确认是否含高速通行费,[],[],,无,,无
价格在10元到12元之间，我想从武汉东湖绿道湖光序曲广场打车去汉口站。,[],[],,无,,无
天津滨海图书馆到于家堡高铁站，准备去开会，打的费用差不多14元。,[],[],,无,,无
长沙岳麓书院正门到长沙站西广场，今天要赶时间，坐车预算16元以内。,[],[],,无,,无
打车花费20元上下，郑州少林寺景区停车场到郑州东站，准备去见客户。,[],[],,无,,无
费用不超过25元，宁波溪口雪窦山游客中心打的去参加会议，到宁波站南广场。,[],[],,无,,无
厦门集美学村龙舟池到厦门高崎站，打车费用大约28元左右，准备出差。,[],[],,无,,无
青岛八大关花石楼到青岛站东出站口，今天要去开会，打的价格30元以内。,[],[],,无,,无
沈阳张氏帅府博物馆到沈阳站西广场，准备赶火车，打车花费35元上下。,[],[],,无,,无
费用不超过40元，大连老虎滩海洋公园打的去机场，到大连站南出站口。,[],[],,无,,无
无锡惠山古镇绣嶂门到无锡站北广场，预算45元以内，打车去开会。,[],[],,无,,无
价格在11元到13元之间，我想从南京牛首山佛顶宫打车到南京南站北广场。,[],[],,无,,无
北京圆明园遗址公园藻园门到清河高铁站，准备出差，打的费用差不多15元。,[],[],,无,,无
杭州西溪湿地周家村入口到余杭高铁站，今天要赶火车，坐车预估17元以内。,[],[],,无,,无
广州陈家祠广场到广州东站汽车站，打车花费20元上下，准备去开会。,[],[],,无,,无
预算不超过25元，上海朱家角古镇放生桥打的去机场，到虹桥火车站。,[],[],,无,,无
成都锦里古街牌坊到成都西站北入口，打车去见客户，费用28元左右。,[],[],,无,,无
深圳大梅沙海滨公园到坪山高铁站，准备出差，打的价格30元以内。,[],[],,无,,无
西安华清池长生殿遗址到临潼高铁站，今天要赶火车，打车花费35元上下。,[],[],,无,,无
重庆武隆天生三桥景区入口到武隆站，费用不超过40元，打的去开会。,[],[],,无,,无
苏州周庄古镇全福讲寺到昆山南站，预算45元以内，打车去机场。,[],[],,无,,无
武汉楚河汉街万达广场到武昌站西广场，打的去见客户，价格在12元到14元之间。,[],[],,无,,无
天津古文化街戏楼到天津西站南进站口，准备出差，打车费用差不多16元。,[],[],,无,,无
长沙火宫殿坡子街总店到长沙站东广场，预估18元以内，打的去开会。,[],[],,无,,无
郑州河南博物院主馆到郑州航空港站，今天要赶火车，打车花费22元上下。,[],[],,无,,无
宁波东钱湖小普陀景区到宁波东站，预算不超过27元，打的去机场。,[],[],,无,,无
厦门环岛路椰风寨到厦门站南广场，打车去见客户，费用29元左右。,[],[],,无,,无
青岛啤酒博物馆到青岛西站西广场，准备出差，打的价格30元以内。,[],[],,无,,无
沈阳北陵公园正门到沈阳北站南广场，今天要赶火车，打车花费35元上下。,[],[],,无,,无
大连发现王国主题公园到金州站，费用不超过40元，打的去开会。,[],[],,无,,无
无锡荡口古镇北大门到无锡新区站，预算45元以内，打车去机场。,[],[],,无,,无
价格在13元到15元之间，我想从南京栖霞山风景区东门打车到仙林高铁站。,[],[],,无,,无
北京南锣鼓巷北口到北京站东停车场，准备出差，打车费用差不多17元。,[],[],,无,,无
杭州良渚文化村到杭州南站西广场，预估19元以内，打的去开会。,[],[],,无,,无
广州白云山明珠楼到庆盛高铁站，今天要赶火车，打车花费24元上下。,[],[],,无,,无
上海七宝老街蒲汇塘桥到上海南站，预算不超过29元，打的去机场。,[],[],,无,,无
成都青城山前山山门到都江堰快铁站，打车去见客户，费用31元左右。,[],[],,无,,无
深圳甘坑客家小镇北门到光明城站，准备出差，打的价格30元以内。,[],[],,无,,无
西安大明宫丹凤门遗址到西安站北广场，今天要赶火车，打车花费35元上下。,[],[],,无,,无
重庆白公馆监狱旧址到北碚火车站，费用不超过40元，打的去开会。,[],[],,无,,无
苏州虎丘山风景名胜区南门到苏州北站，预算45元以内，打车去机场。,[],[],,无,,无
武汉晴川阁禹稷行宫到武汉天河机场，打的去见客户，价格在14元到16元之间。,[],[],,无,,无
天津意式风情街马可波罗广场到滨海站，准备出差，打车费用差不多18元。,[],[],,无,,无
长沙湖南省博物馆到暮云高铁站，预估20元以内，打的去开会。,[],[],,无,,无
郑州黄帝故里景区到郑州南站，今天要赶火车，打车花费25元上下。,[],[],,无,,无
宁波罗蒙环球城东门到奉化高铁站，预算不超过30元，打的去机场。,[],[],,无,,无
厦门翔安隧道纪念公园到厦门站北广场，打车去见客户，费用32元左右。,[],[],,无,,无
青岛金沙滩啤酒城到青岛机场站，准备出差，打的价格30元以内。,[],[],,无,,无
沈阳棋盘山风景区正门到沈阳站东广场，今天要赶火车，打车花费35元上下。,[],[],,无,,无
大连星海湾跨海大桥到旅顺站，费用不超过40元，打的去开会。,[],[],,无,,无
无锡蠡园公园大门到惠山站南出口，预算45元以内，打车去机场。,[],[],,无,,无
