model,query,车辆候选列表,id,大类|小类,answer原数据,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案,是否包含价格,price_min,正确答案,价格下限,price_max,正确答案,think_time,价格上限,问题,备注,标注人,
Qwen2.5-32B-Instruct,用滴滴特惠快车从二七塔到新郑机场，要熟路司机别绕道。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|3.02|
|1|滴滴|推荐|特惠快车|3.39|
|2|滴滴|推荐|滴滴快车|5.63|
|3|滴滴|推荐|特快出租车|8.14|
|4|滴滴|拼车|特价拼车|3.59-4.96|
|5|滴滴|特价|花小猪外接版|6.68|
|6|滴滴|快速|曹操出行|7.42|
|7|滴滴|快速|出租车|8.43|
|8|滴滴|快速|滴滴轻享|8.69|
|9|滴滴|快速|滴滴特快|10.60|
|10|滴滴|快速|滴滴优享|13.09|
|11|滴滴|舒适|滴滴专车|14.32|
|12|滴滴|六座|六座专车|20.88|",1,推荐|特惠快车,"[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""特惠快车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,无,,无,特惠快车,,特惠快车,FALSE,,FALSE,0,,0,0,,1.124225855,0,,,陆迎,
Qwen2.5-32B-Instruct,预约一辆滴滴专车从陆家嘴到浦东机场，要求安静平稳。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|14.28|
|1|滴滴|推荐|特惠快车|17.68|
|2|滴滴|推荐|滴滴快车|18.11|
|3|滴滴|推荐|特快出租车|18.70|
|4|滴滴|拼车|特价拼车|10.90-12.38|
|5|滴滴|拼车|极速拼车|16.29-18.00|
|6|滴滴|特价|花小猪外接版|20.15|
|7|滴滴|特价|惊喜特价|21.41|
|8|滴滴|快速|曹操出行|22.51|
|9|滴滴|快速|出租车|23.96|
|10|滴滴|快速|滴滴轻享|25.65|
|11|滴滴|快速|滴滴特快|25.88|
|12|滴滴|舒适|滴滴专车|35.18|
|13|滴滴|舒适|滴滴豪华车|35.77|
|14|滴滴|六座|六座专车|51.09|
|15|滴滴|六座|六座豪华车|51.94|",12，14,舒适|滴滴专车，六座|六座专车,"[{""app"": ""无"", ""category"": ""舒适型专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,滴滴,滴滴,舒适型专车,无,无,无,滴滴专车，六座专车,滴滴专车，六座专车,FALSE,,FALSE,0,,0,0,,1.104265928,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
Qwen2.5-32B-Instruct,要选个特惠快车或特价拼车去天河机场，总价不超过120块。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|24.29|
|1|滴滴|推荐|特惠快车|24.51|
|2|滴滴|推荐|滴滴快车|24.96|
|3|滴滴|推荐|特快出租车|27.42|
|4|滴滴|拼车|特价拼车|26.56-28.19|
|5|滴滴|特价|花小猪外接版|33.66|
|6|滴滴|特价|惊喜特价|37.86|
|7|滴滴|快速|曹操出行|48.38|
|8|滴滴|快速|出租车|50.46|
|9|滴滴|快速|滴滴轻享|51.99|
|10|滴滴|快速|滴滴特快|52.52|
|11|滴滴|快速|滴滴优享|53.27|
|12|滴滴|舒适|滴滴专车|87.77|
|13|滴滴|六座|六座专车|105.52|
|14|滴滴|六座|六座豪华车|110.08|",1，4,推荐|特惠快车，拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特惠快车, 特价拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 120, ""fast"": False}]",无,,无,"特惠快车, 特价拼车",无,无,无,特惠快车，特价拼车,特惠快车，特价拼车,TRUE,,TRUE,0,,0,120,,1.258115292,120,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-32B-Instruct,打特快出租车去吴圩机场，赶时间尽快出发。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|29.92|
|1|滴滴|推荐|特惠快车|31.97|
|2|滴滴|推荐|滴滴快车|32.82|
|3|滴滴|推荐|特快出租车|34.50|
|4|滴滴|拼车|特价拼车|28.82-30.68|
|5|滴滴|拼车|极速拼车|32.28-33.56|
|6|滴滴|特价|花小猪外接版|34.78|
|7|滴滴|特价|惊喜特价|37.55|
|8|滴滴|特价|特惠快车|38.60|
|9|滴滴|快速|曹操出行|52.89|
|10|滴滴|快速|出租车|53.82|
|11|滴滴|快速|滴滴轻享|54.48|
|12|滴滴|快速|滴滴特快|55.65|
|13|滴滴|舒适|滴滴专车|75.03|
|14|滴滴|六座|六座专车|107.94|
|15|滴滴|六座|六座豪华车|109.47|",3，10,推荐|特快出租车，快速|出租车,"[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,无,特快出租车,无,无,无,特快出租车，出租车,特快出租车，出租车,FALSE,,FALSE,0,,0,0,,1.116262436,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-32B-Instruct,用滴滴预约一辆特惠快车或滴滴专车去武宿机场，费用控制在70元以下。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|15.09|
|1|滴滴|推荐|特惠快车|15.86|
|2|滴滴|推荐|滴滴快车|16.44|
|3|滴滴|拼车|特价拼车|12.16-13.18|
|4|滴滴|拼车|极速拼车|14.91-16.34|
|5|滴滴|特价|花小猪外接版|17.53|
|6|滴滴|特价|惊喜特价|20.66|
|7|滴滴|快速|曹操出行|24.34|
|8|滴滴|快速|出租车|24.60|
|9|滴滴|舒适|滴滴专车|41.96|
|10|滴滴|六座|六座专车|50.93|",1，9，10,推荐|特惠快车，舒适|滴滴专车，六座|六座专车,"[{""app"": ""滴滴"", ""category"": ""特惠快车, 滴滴专车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 70, ""fast"": False}]",滴滴,,滴滴,"特惠快车, 滴滴专车",无,无,无,特惠快车，滴滴专车，六座专车,特惠快车，滴滴专车，六座专车,TRUE,,TRUE,0,,0,70,,1.254425526,70,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-33B-Instruct,打个特价拼车去埌东汽车站。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|6.31|
|1|滴滴|推荐|特惠快车|6.90|
|2|滴滴|推荐|滴滴快车|9.31|
|3|滴滴|拼车|特价拼车|1.69-2.75|
|4|滴滴|特价|花小猪外接版|4.77|
|5|滴滴|特价|惊喜特价|9.40|
|6|滴滴|快速|曹操出行|8.69|
|7|滴滴|快速|出租车|10.02|
|8|滴滴|快速|滴滴轻享|10.10|
|9|滴滴|快速|滴滴特快|10.31|
|10|滴滴|舒适|滴滴专车|13.35|
|11|滴滴|六座|六座专车|22.84|",3,拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""推荐车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特价拼车,无,无,推荐车型,特价拼车,特价拼车,FALSE,,FALSE,0,,0,0,,1.118561268,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-34B-Instruct,用特惠快车或特价拼车去龙嘉机场，费用控制在100元以内，还可选六座专车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|21.71|
|1|滴滴|推荐|特惠快车|21.87|
|2|滴滴|推荐|滴滴快车|23.93|
|3|滴滴|推荐|特快出租车|24.22|
|4|滴滴|拼车|特价拼车|18.65-20.56|
|5|滴滴|拼车|极速拼车|16.20-17.55|
|6|滴滴|特价|花小猪外接版|24.12|
|7|滴滴|特价|惊喜特价|28.19|
|8|滴滴|快速|曹操出行|34.79|
|9|滴滴|快速|出租车|37.27|
|10|滴滴|快速|滴滴轻享|37.78|
|11|滴滴|快速|滴滴特快|39.57|
|12|滴滴|快速|滴滴优享|39.76|
|13|滴滴|舒适|滴滴专车|58.58|
|14|滴滴|六座|六座专车|82.98|
|15|滴滴|六座|六座豪华车|84.88|",1，4，14,推荐|特惠快车，拼车|特价拼车，六座|六座专车,"[{""app"": ""无"", ""category"": ""特惠快车, 特价拼车, 六座专车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100, ""fast"": False}]",无,,无,"特惠快车, 特价拼车, 六座专车",无,无,无,特惠快车，特价拼车，六座专车,特惠快车，特价拼车，六座专车,TRUE,,TRUE,0,,0,100,,1.390929222,100,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-35B-Instruct,从鼓楼区到长乐机场，选特价拼车或花小猪正价版，价格控制在30元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|9.48|
|1|滴滴|推荐|特惠快车|10.45|
|2|滴滴|推荐|滴滴快车|11.55|
|3|滴滴|拼车|特价拼车|9.90-10.94|
|4|滴滴|特价|花小猪外接版|9.76|
|5|滴滴|特价|惊喜特价|15.47|
|6|滴滴|快速|曹操出行|14.78|
|7|滴滴|快速|出租车|14.84|
|8|滴滴|快速|滴滴轻享|16.58|
|9|滴滴|快速|滴滴特快|19.26|
|10|滴滴|快速|滴滴优享|19.73|
|11|滴滴|舒适|滴滴专车|25.77|
|12|滴滴|舒适|滴滴豪华车|30.83|
|13|滴滴|六座|六座专车|38.79|
|14|滴滴|六座|六座豪华车|42.18|",3，0,拼车|特价拼车，推荐|花小猪正价版,"[{""app"": ""无"", ""category"": ""特价拼车, 花小猪正价版"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,"特价拼车, 花小猪正价版",无,无,无,特价拼车，花小猪正价版,特价拼车，花小猪正价版,TRUE,,TRUE,0,,0,30,,1.27478838,30,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-36B-Instruct,预约滴滴的六座豪华车从大明湖到遥墙机场，提前半小时到达。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|5.54|
|1|滴滴|推荐|特惠快车|6.28|
|2|滴滴|推荐|滴滴快车|6.42|
|3|滴滴|推荐|特快出租车|7.11|
|4|滴滴|拼车|特价拼车|2.76-4.23|
|5|滴滴|特价|花小猪外接版|5.70|
|6|滴滴|特价|惊喜特价|8.12|
|7|滴滴|特价|特惠快车|9.80|
|8|滴滴|快速|曹操出行|8.90|
|9|滴滴|快速|出租车|8.93|
|10|滴滴|快速|滴滴轻享|10.68|
|11|滴滴|快速|滴滴特快|12.58|
|12|滴滴|快速|滴滴优享|13.16|
|13|滴滴|舒适|滴滴专车|16.22|
|14|滴滴|六座|六座专车|22.40|
|15|滴滴|六座|六座豪华车|23.00|",15,六座|六座豪华车,"[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,豪华车,无,无,无,六座豪华车,六座豪华车,FALSE,,FALSE,0,,0,0,,1.077290535,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-37B-Instruct,打个特价拼车或特惠快车去正定机场，费用不超过60元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|7.73|
|1|滴滴|推荐|特惠快车|8.60|
|2|滴滴|推荐|滴滴快车|9.15|
|3|滴滴|推荐|特快出租车|9.22|
|4|滴滴|拼车|特价拼车|7.10-8.20|
|5|滴滴|拼车|极速拼车|5.86-7.02|
|6|滴滴|特价|花小猪外接版|9.47|
|7|滴滴|特价|惊喜特价|12.28|
|8|滴滴|快速|曹操出行|13.94|
|9|滴滴|快速|出租车|16.41|
|10|滴滴|快速|滴滴轻享|18.48|
|11|滴滴|舒适|滴滴专车|29.21|
|12|滴滴|六座|六座专车|28.93|
|13|滴滴|六座|六座豪华车|31.76|",1，4,推荐|特惠快车，拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特价拼车, 特惠快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 60, ""fast"": False}]",无,,无,"特价拼车, 特惠快车",无,无,无,特价拼车，特惠快车,特价拼车，特惠快车,TRUE,,TRUE,0,,0,60,,1.233054399,60,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-38B-Instruct,要预约一辆滴滴专车从三里庵到新桥机场，要求车厢隔音效果好。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|22.89|
|1|滴滴|推荐|特惠快车|25.41|
|2|滴滴|推荐|滴滴快车|27.48|
|3|滴滴|拼车|特价拼车|31.91-33.60|
|4|滴滴|特价|花小猪外接版|33.94|
|5|滴滴|特价|惊喜特价|36.67|
|6|滴滴|快速|曹操出行|52.48|
|7|滴滴|快速|出租车|53.20|
|8|滴滴|快速|滴滴轻享|54.10|
|9|滴滴|快速|滴滴特快|54.46|
|10|滴滴|舒适|滴滴专车|79.22|
|11|滴滴|六座|六座专车|103.23|",10，11,舒适|滴滴专车，六座|六座专车,"[{""app"": ""无"", ""category"": ""舒适型专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,滴滴,滴滴,舒适型专车,无,无,无,滴滴专车，六座专车,滴滴专车，六座专车,FALSE,,FALSE,0,,0,0,,1.112373352,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
Qwen2.5-40B-Instruct,打个特惠快车或特价拼车去市中心的万象城，预算不超过50元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|20.93|
|1|滴滴|推荐|特惠快车|21.55|
|2|滴滴|推荐|滴滴快车|23.69|
|3|滴滴|推荐|特快出租车|25.70|
|4|滴滴|拼车|特价拼车|21.31-22.55|
|5|滴滴|拼车|极速拼车|24.18-25.58|
|6|滴滴|特价|花小猪外接版|25.08|
|7|滴滴|特价|惊喜特价|30.20|
|8|滴滴|快速|曹操出行|39.34|
|9|滴滴|快速|出租车|40.69|
|10|滴滴|快速|滴滴轻享|41.17|
|11|滴滴|快速|滴滴特快|42.34|
|12|滴滴|快速|滴滴优享|42.39|
|13|滴滴|舒适|滴滴专车|56.16|
|14|滴滴|舒适|滴滴豪华车|59.82|
|15|滴滴|六座|六座专车|81.34|
|16|滴滴|六座|六座豪华车|81.82|",1，4,推荐|特惠快车，拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特惠快车, 特价拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 50, ""fast"": False}]",无,,无,"特惠快车, 特价拼车",无,无,无,特惠快车，特价拼车,特惠快车，特价拼车,TRUE,,TRUE,0,,0,50,,1.222490072,50,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-41B-Instruct,叫一辆滴滴专车，从北京西站到首都机场T3航站楼。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|15.84|
|1|滴滴|推荐|特惠快车|17.01|
|2|滴滴|推荐|滴滴快车|18.38|
|3|滴滴|推荐|特快出租车|19.09|
|4|滴滴|推荐|滴滴特快|21.48|
|5|滴滴|拼车|特价拼车|19.11-20.78|
|6|滴滴|特价|花小猪外接版|20.63|
|7|滴滴|特价|惊喜特价|25.47|
|8|滴滴|快速|曹操出行|29.89|
|9|滴滴|快速|出租车|31.65|
|10|滴滴|快速|滴滴轻享|31.79|
|11|滴滴|快速|滴滴特快|32.57|
|12|滴滴|舒适|滴滴专车|35.36|
|13|滴滴|舒适|滴滴豪华车|37.69|
|14|滴滴|六座|六座专车|72.49|",12，14,舒适|滴滴专车，六座|六座专车,"[{""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,专车,无,无,无,滴滴专车，六座专车,滴滴专车，六座专车,FALSE,,FALSE,0,,0,0,,1.068210125,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-42B-Instruct,叫个特价拼车到萧山机场，预留充足时间不赶路。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|11.67|
|1|滴滴|推荐|特惠快车|12.72|
|2|滴滴|推荐|滴滴快车|15.81|
|3|滴滴|拼车|特价拼车|6.74-8.11|
|4|滴滴|拼车|极速拼车|8.20-9.46|
|5|滴滴|特价|花小猪外接版|15.98|
|6|滴滴|特价|惊喜特价|16.13|
|7|滴滴|快速|曹操出行|18.54|
|8|滴滴|快速|出租车|19.13|
|9|滴滴|快速|滴滴轻享|20.11|
|10|滴滴|快速|滴滴特快|20.94|
|11|滴滴|快速|滴滴优享|21.12|
|12|滴滴|舒适|滴滴专车|28.04|
|13|滴滴|舒适|滴滴豪华车|30.80|
|14|滴滴|六座|六座专车|45.21|
|15|滴滴|六座|六座豪华车|47.03|",3,拼车|特价拼车,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""特价拼车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,拼车,无,无,特价拼车,,特价拼车,FALSE,,FALSE,0,,0,0,,1.122807264,0,answer下的车型必须存在于“车辆候选列表”,,陆迎,
Qwen2.5-43B-Instruct,从上海虹桥火车站到外滩，叫一辆六座专车或滴滴专车，路上大概需要多久？,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|30.41|
|1|滴滴|推荐|特惠快车|30.90|
|2|滴滴|推荐|滴滴快车|31.55|
|3|滴滴|推荐|特快出租车|32.19|
|4|滴滴|推荐|滴滴特快|33.35|
|5|滴滴|拼车|特价拼车|31.58-32.62|
|6|滴滴|特价|花小猪外接版|34.64|
|7|滴滴|特价|惊喜特价|37.97|
|8|滴滴|快速|曹操出行|50.67|
|9|滴滴|快速|出租车|51.10|
|10|滴滴|快速|滴滴轻享|51.74|
|11|滴滴|快速|滴滴特快|56.21|
|12|滴滴|舒适|滴滴专车|67.59|
|13|滴滴|六座|六座专车|98.28|",12，13,舒适|滴滴专车，六座|六座专车,"[{""app"": ""无"", ""category"": ""六座专车, 舒适型专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,滴滴,滴滴,"六座专车, 舒适型专车",无,无,无,六座专车，滴滴专车,六座专车，滴滴专车,FALSE,,FALSE,0,,0,0,,1.291904449,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
Qwen2.5-44B-Instruct,从深圳北到宝安机场，选特惠快车或六座专车，费用80左右。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|10.30|
|1|滴滴|推荐|特惠快车|12.24|
|2|滴滴|推荐|滴滴快车|13.77|
|3|滴滴|拼车|特价拼车|6.97-8.89|
|4|滴滴|拼车|极速拼车|11.83-12.94|
|5|滴滴|特价|花小猪外接版|12.98|
|6|滴滴|特价|惊喜特价|13.99|
|7|滴滴|快速|曹操出行|18.11|
|8|滴滴|快速|出租车|21.47|
|9|滴滴|快速|滴滴轻享|21.79|
|10|滴滴|快速|滴滴特快|22.23|
|11|滴滴|舒适|滴滴专车|29.66|
|12|滴滴|六座|六座专车|44.75|
|13|滴滴|六座|六座豪华车|45.54|",1，12,推荐|特惠快车，六座|六座专车,"[{""app"": ""无"", ""category"": ""特惠快车, 六座专车"", ""mode"": ""无"", ""price"": True, ""price_min"": 80, ""price_max"": 80, ""fast"": False}]",无,,无,"特惠快车, 六座专车",无,无,无,特惠快车，六座专车,特惠快车，六座专车,TRUE,,TRUE,80,,80,80,,1.295581102,80,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-45B-Instruct,从成都春熙路叫特价拼车到双流机场，选顺路单，费用别超过35元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|16.26|
|1|滴滴|推荐|特惠快车|16.46|
|2|滴滴|推荐|滴滴快车|16.63|
|3|滴滴|拼车|特价拼车|8.39-9.40|
|4|滴滴|拼车|极速拼车|14.80-16.10|
|5|滴滴|特价|花小猪外接版|12.96|
|6|滴滴|特价|惊喜特价|13.00|
|7|滴滴|快速|曹操出行|23.25|
|8|滴滴|快速|出租车|24.26|
|9|滴滴|快速|滴滴轻享|24.82|
|10|滴滴|快速|滴滴特快|25.18|
|11|滴滴|快速|滴滴优享|27.54|
|12|滴滴|舒适|滴滴专车|29.29|
|13|滴滴|六座|六座专车|52.79|
|14|滴滴|六座|六座豪华车|56.50|",3,拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特价拼车, 顺路单"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 35, ""fast"": False}]",无,,无,"特价拼车, 顺路单",无,无,无,特价拼车,特价拼车,TRUE,,TRUE,0,,0,35,,1.204130411,35,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-47B-Instruct,从天河城到白云机场，推荐特惠快车、惊喜特价、曹操出行、特价拼车，总费用不超过120元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|24.65|
|1|滴滴|推荐|特惠快车|27.86|
|2|滴滴|推荐|滴滴快车|27.91|
|3|滴滴|拼车|特价拼车|31.43-32.74|
|4|滴滴|特价|花小猪外接版|34.96|
|5|滴滴|快速|曹操出行|53.06|
|6|滴滴|快速|出租车|54.28|
|7|滴滴|快速|滴滴轻享|57.61|
|8|滴滴|快速|滴滴特快|58.09|
|9|滴滴|舒适|滴滴专车|65.62|
|10|滴滴|六座|六座专车|125.17|
|11|滴滴|六座|六座豪华车|125.80|",1，5，3,推荐|特惠快车，快速|曹操出行，拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特惠快车, 惊喜特价, 特价拼车"", ""mode"": ""曹操出行"", ""price"": True, ""price_min"": 0, ""price_max"": 120, ""fast"": False}]",无,,无,"特惠快车, 惊喜特价, 特价拼车",无,无,曹操出行,特惠快车，曹操出行，特价拼车,特惠快车，曹操出行，特价拼车,TRUE,,TRUE,0,,0,120,,1.380836248,120,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-49B-Instruct,叫辆滴滴专车去禄口机场，车要安静整洁，师傅能聊天的。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|11.46|
|1|滴滴|推荐|特惠快车|12.07|
|2|滴滴|推荐|滴滴快车|13.49|
|3|滴滴|拼车|特价拼车|10.05-11.52|
|4|滴滴|特价|花小猪外接版|11.23|
|5|滴滴|特价|惊喜特价|11.33|
|6|滴滴|快速|曹操出行|17.82|
|7|滴滴|快速|出租车|17.83|
|8|滴滴|快速|滴滴轻享|18.65|
|9|滴滴|舒适|滴滴专车|31.10|
|10|滴滴|舒适|滴滴豪华车|31.18|
|11|滴滴|六座|六座专车|38.70|",9，11,舒适|滴滴专车，六座|六座专车,"[{""app"": ""滴滴"", ""category"": ""舒适型的专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,舒适型的专车,无,无,无,滴滴专车，六座专车,滴滴专车，六座专车,FALSE,,FALSE,0,,0,0,,1.127249241,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
Qwen2.5-52B-Instruct,叫辆六座专车从星海广场到周水子机场，行李较多。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|18.05|
|1|滴滴|推荐|特惠快车|19.81|
|2|滴滴|推荐|滴滴快车|21.85|
|3|滴滴|推荐|特快出租车|22.39|
|4|滴滴|拼车|特价拼车|24.40-25.71|
|5|滴滴|特价|花小猪外接版|27.93|
|6|滴滴|快速|曹操出行|38.39|
|7|滴滴|快速|出租车|38.45|
|8|滴滴|快速|滴滴轻享|40.17|
|9|滴滴|快速|滴滴特快|41.89|
|10|滴滴|舒适|滴滴专车|66.48|
|11|滴滴|舒适|滴滴豪华车|68.16|
|12|滴滴|六座|六座专车|87.65|",12,六座|六座专车,"[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,六座专车,无,无,无,六座专车,六座专车,FALSE,,FALSE,0,,0,0,,1.116761684,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-53B-Instruct,预约滴滴豪华车，从苏州金鸡湖到上海虹桥站。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|26.68|
|1|滴滴|推荐|特惠快车|28.54|
|2|滴滴|推荐|滴滴快车|30.48|
|3|滴滴|推荐|特快出租车|30.60|
|4|滴滴|拼车|特价拼车|35.88-36.93|
|5|滴滴|特价|花小猪外接版|38.81|
|6|滴滴|特价|惊喜特价|39.25|
|7|滴滴|快速|曹操出行|55.31|
|8|滴滴|快速|出租车|57.87|
|9|滴滴|快速|滴滴轻享|58.07|
|10|滴滴|舒适|滴滴专车|65.96|
|11|滴滴|舒适|滴滴豪华车|66.20|
|12|滴滴|六座|六座专车|120.79|
|13|滴滴|六座|六座豪华车|120.87|",11，13,舒适|滴滴豪华车，六座|六座豪华车,"[{""app"": ""滴滴"", ""category"": ""舒适型车型"", ""mode"": ""豪华车专车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,舒适型车型,无,无,豪华车专车,滴滴豪华车，六座豪华车,滴滴豪华车，六座豪华车,FALSE,,FALSE,0,,0,0,,1.161305904,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
