model,query,appname,车辆候选列表,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否存在价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格下限.1,think_time,问题,备注,标注人,_vehicle_pairs,_history,_query,_gt_category,_gt_mode
Qwen2.5-32B-Instruct,打车去深圳大学，选36-43元之间的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|23.4-35.0|
|1||特惠快车|27.5-34.4|
|2|经济型|5U出行|31|
|3|经济型|飞嘀打车|32|
|4|经济型|900出行|33|
|5|经济型|斑马快跑|33|
|6|经济型|中交出行|33|
|7|经济型|如祺出行|33|
|8|经济型|及时用车|33|
|9|经济型|全民GO|33|
|10|经济型|妥妥E行|33|
|11|经济型|曹操出行|34|
|12|经济型|东潮出行|35|
|13|经济型|神州专车|35|
|14|经济型|享道出行|37|
|15|经济型|T3出行|38|
|16|经济型|阳光出行|42|
|17|经济型|首汽约车|43|
|18|经济型|聚的新出租|57|
|19|经济型|深圳出租|57|
|20|特快车|undefined|47|
|21|出租车|undefined||
|22|优享型|中交出行|37|
|23|优享型|神州专车|38|
|24|优享型|东潮出行|39|
|25|优享型|全民GO|41|
|26|优享型|妥妥E行|42|
|27|优享型|享道出行|43|
|28|优享型|及时用车|43|
|29|优享型|曹操出行|43|
|30|优享型|首汽约车|47|
|31|优享型|T3出行|48|
|32|轻享专车|undefined|48-61|
|33|六座商务|undefined|90-110|
|34|豪华型|undefined|101-108|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 36, ""price_max"": 43, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,36,,36,43,,43,1.080222607,,,杨丽丽,"[{'5U出行': '31'}, {'900出行': '33'}, {'T3出行': '38'}, {'T3出行': '48'}, {'undefined': '101-108'}, {'undefined': '47'}, {'undefined': '48-61'}, {'undefined': '90-110'}, {'东潮出行': '35'}, {'东潮出行': '39'}, {'中交出行': '33'}, {'中交出行': '37'}, {'享道出行': '37'}, {'享道出行': '43'}, {'全民GO': '33'}, {'全民GO': '41'}, {'及时用车': '33'}, {'及时用车': '43'}, {'如祺出行': '33'}, {'妥妥E行': '33'}, {'妥妥E行': '42'}, {'斑马快跑': '33'}, {'曹操出行': '34'}, {'曹操出行': '43'}, {'深圳出租': '57'}, {'神州专车': '35'}, {'神州专车': '38'}, {'聚的新出租': '57'}, {'阳光出行': '42'}, {'飞嘀打车': '32'}, {'首汽约车': '43'}, {'首汽约车': '47'}]",,打车去深圳大学，选36-43元之间的车型,,
Qwen2.5-32B-Instruct,打车去梅村，选30元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||限时优惠，惊喜出发|11|
|1||极速拼车|10.2-16.0|
|2||特惠快车|11.5-14.4|
|3|经济型|聚的新出租|11|
|4|经济型|深圳出租|11|
|5|经济型|中交出行|12|
|6|经济型|及时用车|12|
|7|经济型|首汽约车|13|
|8|经济型|曹操出行|14|
|9|经济型|全民GO|14|
|10|经济型|妥妥E行|14|
|11|经济型|神州专车|14|
|12|经济型|如祺出行|14|
|13|经济型|5U出行|14|
|14|经济型|东潮出行|14|
|15|经济型|阳光出行|14|
|16|经济型|享道出行|14|
|17|经济型|T3出行|15|
|18|经济型|900出行|15|
|19|经济型|飞嘀打车|16|
|20|经济型|斑马快跑|16|
|21|经济型|中军出行|20|
|22|特快车|undefined|19|
|23|出租车|undefined||
|24|优享型|中交出行|13|
|25|优享型|T3出行|14|
|26|优享型|东潮出行|15|
|27|优享型|及时用车|15|
|28|优享型|全民GO|15|
|29|优享型|神州专车|15|
|30|优享型|妥妥E行|15|
|31|优享型|首汽约车|15|
|32|优享型|曹操出行|15|
|33|优享型|阳光出行|16|
|34|轻享专车|undefined|14|
|35|六座商务|undefined|24-31|
|36|豪华型|undefined|30-37|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 30, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,30,,30,100000,,100000,1.160152435,,,杨丽丽,"[{'5U出行': '14'}, {'900出行': '15'}, {'T3出行': '14'}, {'T3出行': '15'}, {'undefined': '14'}, {'undefined': '19'}, {'undefined': '24-31'}, {'undefined': '30-37'}, {'东潮出行': '14'}, {'东潮出行': '15'}, {'中交出行': '12'}, {'中交出行': '13'}, {'中军出行': '20'}, {'享道出行': '14'}, {'全民GO': '14'}, {'全民GO': '15'}, {'及时用车': '12'}, {'及时用车': '15'}, {'如祺出行': '14'}, {'妥妥E行': '14'}, {'妥妥E行': '15'}, {'斑马快跑': '16'}, {'曹操出行': '14'}, {'曹操出行': '15'}, {'深圳出租': '11'}, {'神州专车': '14'}, {'神州专车': '15'}, {'聚的新出租': '11'}, {'阳光出行': '14'}, {'阳光出行': '16'}, {'飞嘀打车': '16'}, {'首汽约车': '13'}, {'首汽约车': '15'}]",,打车去梅村，选30元以上的车型,,
Qwen2.5-32B-Instruct,打车去白石龙，选40元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|11.7-18.0|
|1||特惠快车|13.5-17.2|
|2|经济型|中交出行|15|
|3|经济型|如祺出行|15|
|4|经济型|5U出行|15|
|5|经济型|全民GO|15|
|6|经济型|享道出行|16|
|7|经济型|曹操出行|16|
|8|经济型|及时用车|17|
|9|经济型|妥妥E行|17|
|10|经济型|神州专车|17|
|11|经济型|东潮出行|17|
|12|经济型|首汽约车|17|
|13|经济型|T3出行|17|
|14|经济型|900出行|18|
|15|经济型|飞嘀打车|18|
|16|经济型|斑马快跑|18|
|17|经济型|阳光出行|19|
|18|经济型|中军出行|20|
|19|经济型|聚的新出租|22|
|20|经济型|深圳出租|22|
|21|特快车|undefined|23|
|22|出租车|undefined||
|23|优享型|中交出行|16|
|24|优享型|享道出行|17|
|25|优享型|全民GO|18|
|26|优享型|及时用车|18|
|27|优享型|T3出行|18|
|28|优享型|首汽约车|18|
|29|优享型|飞嘀打车|19|
|30|优享型|曹操出行|19|
|31|优享型|阳光出行|21|
|32|轻享专车|undefined|19-27|
|33|六座商务|undefined|32-45|
|34|豪华型|undefined|39-49|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 40, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,40,,40,100000,,100000,1.167266607,,,杨丽丽,"[{'5U出行': '15'}, {'900出行': '18'}, {'T3出行': '17'}, {'T3出行': '18'}, {'undefined': '19-27'}, {'undefined': '23'}, {'undefined': '32-45'}, {'undefined': '39-49'}, {'东潮出行': '17'}, {'中交出行': '15'}, {'中交出行': '16'}, {'中军出行': '20'}, {'享道出行': '16'}, {'享道出行': '17'}, {'全民GO': '15'}, {'全民GO': '18'}, {'及时用车': '17'}, {'及时用车': '18'}, {'如祺出行': '15'}, {'妥妥E行': '17'}, {'斑马快跑': '18'}, {'曹操出行': '16'}, {'曹操出行': '19'}, {'深圳出租': '22'}, {'神州专车': '17'}, {'聚的新出租': '22'}, {'阳光出行': '19'}, {'阳光出行': '21'}, {'飞嘀打车': '18'}, {'飞嘀打车': '19'}, {'首汽约车': '17'}, {'首汽约车': '18'}]",,打车去白石龙，选40元以上的车型,,
Qwen2.5-32B-Instruct,打车去世界之窗，只打优享车,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|19.8-30.0|
|1||特惠快车|23.5-30.4|
|2|经济型|斑马快跑|25|
|3|经济型|中军出行|25|
|4|经济型|飞嘀打车|26|
|5|经济型|中交出行|26|
|6|经济型|5U出行|26|
|7|经济型|900出行|28|
|8|经济型|曹操出行|28|
|9|经济型|妥妥E行|28|
|10|经济型|全民GO|28|
|11|经济型|享道出行|29|
|12|经济型|及时用车|30|
|13|经济型|东潮出行|30|
|14|经济型|神州专车|30|
|15|经济型|T3出行|31|
|16|经济型|如祺出行|31|
|17|经济型|阳光出行|32|
|18|经济型|首汽约车|36|
|19|经济型|聚的新出租|47|
|20|经济型|深圳出租|47|
|21|特快车|undefined|40|
|22|出租车|undefined||
|23|优享型|中交出行|31|
|24|优享型|神州专车|32|
|25|优享型|东潮出行|32|
|26|优享型|全民GO|34|
|27|优享型|享道出行|34|
|28|优享型|曹操出行|35|
|29|优享型|及时用车|36|
|30|优享型|T3出行|39|
|31|优享型|首汽约车|39|
|32|优享型|阳光出行|39|
|33|轻享专车|undefined|40-54|
|34|六座商务|undefined|73-89|
|35|豪华型|undefined|83-89|","[{""app"": ""无"", ""category"": ""优享车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,优享车,优享型,优享型,无,,无,False,,False,0,,0,0,,0,1.094226122,直接命中车大类关键字但answer中没有或错误,,杨丽丽,"[{'5U出行': '26'}, {'900出行': '28'}, {'T3出行': '31'}, {'T3出行': '39'}, {'undefined': '40'}, {'undefined': '40-54'}, {'undefined': '73-89'}, {'undefined': '83-89'}, {'东潮出行': '30'}, {'东潮出行': '32'}, {'中交出行': '26'}, {'中交出行': '31'}, {'中军出行': '25'}, {'享道出行': '29'}, {'享道出行': '34'}, {'全民GO': '28'}, {'全民GO': '34'}, {'及时用车': '30'}, {'及时用车': '36'}, {'如祺出行': '31'}, {'妥妥E行': '28'}, {'斑马快跑': '25'}, {'曹操出行': '28'}, {'曹操出行': '35'}, {'深圳出租': '47'}, {'神州专车': '30'}, {'神州专车': '32'}, {'聚的新出租': '47'}, {'阳光出行': '32'}, {'阳光出行': '39'}, {'飞嘀打车': '26'}, {'首汽约车': '36'}, {'首汽约车': '39'}]",,打车去世界之窗，只打优享车,优享型,
Qwen2.5-32B-Instruct,打车去梅村，选择出租车和优享车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|10.2-16.0|
|1||特惠快车|11.8-14|
|2|经济型|聚的新出租|11|
|3|经济型|深圳出租|11|
|4|经济型|中交出行|12|
|5|经济型|首汽约车|13|
|6|经济型|曹操出行|14|
|7|经济型|T3出行|14|
|8|经济型|及时用车|14|
|9|经济型|全民GO|14|
|10|经济型|妥妥E行|14|
|11|经济型|神州专车|14|
|12|经济型|5U出行|14|
|13|经济型|东潮出行|14|
|14|经济型|享道出行|14|
|15|经济型|900出行|15|
|16|经济型|飞嘀打车|16|
|17|经济型|斑马快跑|16|
|18|经济型|中军出行|20|
|19|经济型|如祺出行|22|
|20|特快车|undefined|19|
|21|出租车|undefined||
|22|优享型|中交出行|13|
|23|优享型|东潮出行|15|
|24|优享型|及时用车|15|
|25|优享型|全民GO|15|
|26|优享型|神州专车|15|
|27|优享型|首汽约车|15|
|28|优享型|曹操出行|15|
|29|优享型|阳光出行|16|
|30|优享型|飞嘀打车|17|
|31|优享型|斑马快跑|21|
|32|轻享专车|undefined|14|
|33|六座商务|undefined|24-30|
|34|豪华型|undefined|30-36|","[{""app"": ""无"", ""category"": ""出租车, 优享车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"出租车, 优享车型",优享型，出租车,优享型，出租车,无,聚的新出租，深圳出租,聚的新出租，深圳出租,False,,False,0,,0,0,,0,1.121918678,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'5U出行': '14'}, {'900出行': '15'}, {'T3出行': '14'}, {'undefined': '14'}, {'undefined': '19'}, {'undefined': '24-30'}, {'undefined': '30-36'}, {'东潮出行': '14'}, {'东潮出行': '15'}, {'中交出行': '12'}, {'中交出行': '13'}, {'中军出行': '20'}, {'享道出行': '14'}, {'全民GO': '14'}, {'全民GO': '15'}, {'及时用车': '14'}, {'及时用车': '15'}, {'如祺出行': '22'}, {'妥妥E行': '14'}, {'斑马快跑': '16'}, {'斑马快跑': '21'}, {'曹操出行': '14'}, {'曹操出行': '15'}, {'深圳出租': '11'}, {'神州专车': '14'}, {'神州专车': '15'}, {'聚的新出租': '11'}, {'阳光出行': '16'}, {'飞嘀打车': '16'}, {'飞嘀打车': '17'}, {'首汽约车': '13'}, {'首汽约车': '15'}]",,打车去梅村，选择出租车和优享车型,优享型，出租车,聚的新出租，深圳出租
Qwen2.5-32B-Instruct,打车去先科花园，勾选拼车、特快车、经济车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|10.2-16.0|
|1||特惠快车|10.5-14|
|2|经济型|曹操出行|12|
|3|经济型|中交出行|12|
|4|经济型|聚的新出租|13|
|5|经济型|深圳出租|13|
|6|经济型|首汽约车|13|
|7|经济型|T3出行|14|
|8|经济型|及时用车|14|
|9|经济型|全民GO|14|
|10|经济型|妥妥E行|14|
|11|经济型|神州专车|14|
|12|经济型|5U出行|14|
|13|经济型|东潮出行|14|
|14|经济型|享道出行|14|
|15|经济型|900出行|15|
|16|经济型|飞嘀打车|16|
|17|经济型|斑马快跑|16|
|18|经济型|中军出行|20|
|19|经济型|如祺出行|22|
|20|特快车|undefined|19|
|21|出租车|undefined||
|22|优享型|中交出行|13|
|23|优享型|曹操出行|13|
|24|优享型|东潮出行|15|
|25|优享型|及时用车|15|
|26|优享型|全民GO|15|
|27|优享型|首汽约车|15|
|28|优享型|阳光出行|16|
|29|优享型|飞嘀打车|17|
|30|优享型|斑马快跑|21|
|31|轻享专车|undefined|14|
|32|六座商务|undefined|23-30|
|33|豪华型|undefined|28-36|","[{""app"": ""无"", ""category"": ""拼车, 特快车, 经济车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"拼车, 特快车, 经济车型",特快车，经济型,特快车，经济型,无,极速拼车，特惠快车，斑马快跑,极速拼车，特惠快车，斑马快跑,False,,False,0,,0,0,,0,1.256097794,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'5U出行': '14'}, {'900出行': '15'}, {'T3出行': '14'}, {'undefined': '14'}, {'undefined': '19'}, {'undefined': '23-30'}, {'undefined': '28-36'}, {'东潮出行': '14'}, {'东潮出行': '15'}, {'中交出行': '12'}, {'中交出行': '13'}, {'中军出行': '20'}, {'享道出行': '14'}, {'全民GO': '14'}, {'全民GO': '15'}, {'及时用车': '14'}, {'及时用车': '15'}, {'如祺出行': '22'}, {'妥妥E行': '14'}, {'斑马快跑': '16'}, {'斑马快跑': '21'}, {'曹操出行': '12'}, {'曹操出行': '13'}, {'深圳出租': '13'}, {'神州专车': '14'}, {'聚的新出租': '13'}, {'阳光出行': '16'}, {'飞嘀打车': '16'}, {'飞嘀打车': '17'}, {'首汽约车': '13'}, {'首汽约车': '15'}]",,打车去先科花园，勾选拼车、特快车、经济车型,特快车，经济型,极速拼车，特惠快车，斑马快跑
Qwen2.5-32B-Instruct,打车去凯丰花园，选择拼车和经济车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|10.2-16.0|
|1||特惠快车|11.8-14|
|2|经济型|中交出行|12|
|3|经济型|聚的新出租|13|
|4|经济型|深圳出租|13|
|5|经济型|曹操出行|14|
|6|经济型|T3出行|14|
|7|经济型|及时用车|14|
|8|经济型|全民GO|14|
|9|经济型|妥妥E行|14|
|10|经济型|神州专车|14|
|11|经济型|5U出行|14|
|12|经济型|东潮出行|14|
|13|经济型|享道出行|14|
|14|经济型|900出行|15|
|15|经济型|首汽约车|16|
|16|经济型|飞嘀打车|16|
|17|经济型|斑马快跑|16|
|18|经济型|中军出行|20|
|19|经济型|如祺出行|22|
|20|特快车|undefined|19|
|21|出租车|undefined||
|22|优享型|中交出行|13|
|23|优享型|东潮出行|15|
|24|优享型|及时用车|15|
|25|优享型|全民GO|15|
|26|优享型|神州专车|15|
|27|优享型|妥妥E行|15|
|28|优享型|曹操出行|15|
|29|优享型|阳光出行|16|
|30|优享型|首汽约车|16|
|31|优享型|斑马快跑|21|
|32|轻享专车|undefined|14-15|
|33|六座商务|undefined|24-30|
|34|豪华型|undefined|30-36|","[{""app"": ""无"", ""category"": ""拼车, 经济车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"拼车, 经济车型",经济型,经济型,无,特惠快车，极速拼车,特惠快车，极速拼车,False,,False,0,,0,0,,0,1.152264595,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'5U出行': '14'}, {'900出行': '15'}, {'T3出行': '14'}, {'undefined': '14-15'}, {'undefined': '19'}, {'undefined': '24-30'}, {'undefined': '30-36'}, {'东潮出行': '14'}, {'东潮出行': '15'}, {'中交出行': '12'}, {'中交出行': '13'}, {'中军出行': '20'}, {'享道出行': '14'}, {'全民GO': '14'}, {'全民GO': '15'}, {'及时用车': '14'}, {'及时用车': '15'}, {'如祺出行': '22'}, {'妥妥E行': '14'}, {'妥妥E行': '15'}, {'斑马快跑': '16'}, {'斑马快跑': '21'}, {'曹操出行': '14'}, {'曹操出行': '15'}, {'深圳出租': '13'}, {'神州专车': '14'}, {'神州专车': '15'}, {'聚的新出租': '13'}, {'阳光出行': '16'}, {'飞嘀打车': '16'}, {'首汽约车': '16'}]",,打车去凯丰花园，选择拼车和经济车型,经济型,特惠快车，极速拼车
Qwen2.5-32B-Instruct,打车去莲花山公园，选择专车车型和豪华车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|12.7-21.0|
|1||特惠快车|14.5-20|
|2|经济型|中交出行|17|
|3|经济型|5U出行|17|
|4|经济型|曹操出行|18|
|5|经济型|享道出行|18|
|6|经济型|飞嘀打车|18|
|7|经济型|及时用车|19|
|8|经济型|斑马快跑|19|
|9|经济型|全民GO|19|
|10|经济型|妥妥E行|19|
|11|经济型|T3出行|19|
|12|经济型|神州专车|19|
|13|经济型|东潮出行|19|
|14|经济型|900出行|19|
|15|经济型|首汽约车|20|
|16|经济型|中军出行|20|
|17|经济型|聚的新出租|24|
|18|经济型|深圳出租|24|
|19|经济型|如祺出行|26|
|20|特快车|undefined|25|
|21|出租车|undefined||
|22|优享型|中交出行|18|
|23|优享型|神州专车|20|
|24|优享型|东潮出行|20|
|25|优享型|全民GO|20|
|26|优享型|妥妥E行|21|
|27|优享型|及时用车|21|
|28|优享型|T3出行|21|
|29|优享型|曹操出行|21|
|30|优享型|首汽约车|22|
|31|优享型|斑马快跑|23|
|32|轻享专车|undefined|23-28|
|33|六座商务|undefined|39-52|
|34|豪华型|undefined|46-52|","[{""app"": ""无"", ""category"": ""专车车型, 豪华车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"专车车型, 豪华车型","轻享专车,豪华型","轻享专车,豪华型",无,"神州专车,神州专车","神州专车,神州专车",False,,False,0,,0,0,,0,1.181392431,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'5U出行': '17'}, {'900出行': '19'}, {'T3出行': '19'}, {'T3出行': '21'}, {'undefined': '23-28'}, {'undefined': '25'}, {'undefined': '39-52'}, {'undefined': '46-52'}, {'东潮出行': '19'}, {'东潮出行': '20'}, {'中交出行': '17'}, {'中交出行': '18'}, {'中军出行': '20'}, {'享道出行': '18'}, {'全民GO': '19'}, {'全民GO': '20'}, {'及时用车': '19'}, {'及时用车': '21'}, {'如祺出行': '26'}, {'妥妥E行': '19'}, {'妥妥E行': '21'}, {'斑马快跑': '19'}, {'斑马快跑': '23'}, {'曹操出行': '18'}, {'曹操出行': '21'}, {'深圳出租': '24'}, {'神州专车': '19'}, {'神州专车': '20'}, {'聚的新出租': '24'}, {'飞嘀打车': '18'}, {'首汽约车': '20'}, {'首汽约车': '22'}]",,打车去莲花山公园，选择专车车型和豪华车型,"轻享专车,豪华型","神州专车,神州专车"
Qwen2.5-32B-Instruct,打车去到梅村，选上所有的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|11.1-17.0|
|1||特惠快车|12.6-14.9|
|2|经济型|聚的新出租|11|
|3|经济型|深圳出租|11|
|4|经济型|全民GO|14|
|5|经济型|及时用车|15|
|6|经济型|首汽约车|15|
|7|经济型|神州专车|15|
|8|经济型|5U出行|15|
|9|经济型|中交出行|15|
|10|经济型|东潮出行|15|
|11|经济型|妥妥E行|15|
|12|经济型|享道出行|15|
|13|经济型|T3出行|16|
|14|经济型|飞嘀打车|17|
|15|经济型|曹操出行|18|
|16|经济型|阳光出行|18|
|17|经济型|如祺出行|19|
|18|经济型|斑马快跑|20|
|19|经济型|中军出行|23|
|20|特快车|undefined|19|
|21|出租车|undefined||
|22|优享型|全民GO|15|
|23|优享型|享道出行|16|
|24|优享型|首汽约车|16|
|25|优享型|中交出行|16|
|26|优享型|T3出行|17|
|27|优享型|飞嘀打车|18|
|28|优享型|阳光出行|20|
|29|优享型|斑马快跑|21|
|30|优享型|曹操出行|22|
|31|轻享专车|undefined|16-28|
|32|六座商务|undefined|28-38|
|33|豪华型|undefined|30-44|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""所有车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,all,all,所有车型,all,all,False,,False,0,,0,0,,0,1.080280066,,,顾存虹,"[{'5U出行': '15'}, {'T3出行': '16'}, {'T3出行': '17'}, {'undefined': '16-28'}, {'undefined': '19'}, {'undefined': '28-38'}, {'undefined': '30-44'}, {'东潮出行': '15'}, {'中交出行': '15'}, {'中交出行': '16'}, {'中军出行': '23'}, {'享道出行': '15'}, {'享道出行': '16'}, {'全民GO': '14'}, {'全民GO': '15'}, {'及时用车': '15'}, {'如祺出行': '19'}, {'妥妥E行': '15'}, {'斑马快跑': '20'}, {'斑马快跑': '21'}, {'曹操出行': '18'}, {'曹操出行': '22'}, {'深圳出租': '11'}, {'神州专车': '15'}, {'聚的新出租': '11'}, {'阳光出行': '18'}, {'阳光出行': '20'}, {'飞嘀打车': '17'}, {'飞嘀打车': '18'}, {'首汽约车': '15'}, {'首汽约车': '16'}]",,打车去到梅村，选上所有的车型,all,all
Qwen2.5-32B-Instruct,打极速拼车和豪华型去万象城,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|20.2-31.0|
|1||特惠快车|24.4-31.3|
|2|经济型|T3出行|26|
|3|经济型|斑马快跑|26|
|4|经济型|飞嘀打车|26|
|5|经济型|5U出行|26|
|6|经济型|900出行|27|
|7|经济型|中军出行|28|
|8|经济型|曹操出行|29|
|9|经济型|享道出行|29|
|10|经济型|全民GO|29|
|11|经济型|妥妥E行|29|
|12|经济型|中交出行|30|
|13|经济型|东潮出行|30|
|14|经济型|神州专车|31|
|15|经济型|及时用车|31|
|16|经济型|首汽约车|33|
|17|经济型|阳光出行|38|
|18|经济型|如祺出行|38|
|19|经济型|聚的新出租|41|
|20|经济型|深圳出租|41|
|21|特快车|undefined|40|
|22|出租车|undefined||
|23|优享型|东潮出行|32|
|24|优享型|神州专车|32|
|25|优享型|飞嘀打车|33|
|26|优享型|中交出行|33|
|27|优享型|享道出行|34|
|28|优享型|全民GO|35|
|29|优享型|曹操出行|35|
|30|优享型|及时用车|36|
|31|优享型|首汽约车|37|
|32|优享型|T3出行|41|
|33|轻享专车|undefined|34-49|
|34|六座商务|undefined|71-82|
|35|豪华型|undefined|78-91|","[{""app"": ""无"", ""category"": ""极速拼车, 豪华型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"极速拼车, 豪华型",豪华型,豪华型,无,极速拼车,极速拼车,False,,False,0,,0,0,,0,1.189273357,直接命中车小类关键字但answer中没有或错误,,顾存虹,"[{'5U出行': '26'}, {'900出行': '27'}, {'T3出行': '26'}, {'T3出行': '41'}, {'undefined': '34-49'}, {'undefined': '40'}, {'undefined': '71-82'}, {'undefined': '78-91'}, {'东潮出行': '30'}, {'东潮出行': '32'}, {'中交出行': '30'}, {'中交出行': '33'}, {'中军出行': '28'}, {'享道出行': '29'}, {'享道出行': '34'}, {'全民GO': '29'}, {'全民GO': '35'}, {'及时用车': '31'}, {'及时用车': '36'}, {'如祺出行': '38'}, {'妥妥E行': '29'}, {'斑马快跑': '26'}, {'曹操出行': '29'}, {'曹操出行': '35'}, {'深圳出租': '41'}, {'神州专车': '31'}, {'神州专车': '32'}, {'聚的新出租': '41'}, {'阳光出行': '38'}, {'飞嘀打车': '26'}, {'飞嘀打车': '33'}, {'首汽约车': '33'}, {'首汽约车': '37'}]",,打极速拼车和豪华型去万象城,豪华型,极速拼车
Qwen2.5-32B-Instruct,打极速拼车、出租车和轻享专车去梅林水库,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|12.4-21.0|
|1||特惠快车|14.5-16.5|
|2|经济型|享道出行|16|
|3|经济型|5U出行|16|
|4|经济型|聚的新出租|17|
|5|经济型|深圳出租|17|
|6|经济型|首汽约车|17|
|7|经济型|及时用车|17|
|8|经济型|神州专车|17|
|9|经济型|曹操出行|17|
|10|经济型|东潮出行|18|
|11|经济型|全民GO|18|
|12|经济型|妥妥E行|18|
|13|经济型|中交出行|18|
|14|经济型|飞嘀打车|18|
|15|经济型|阳光出行|19|
|16|经济型|T3出行|19|
|17|经济型|如祺出行|19|
|18|经济型|斑马快跑|21|
|19|经济型|中军出行|23|
|20|特快车|undefined|22|
|21|出租车|undefined||
|22|优享型|神州专车|18|
|23|优享型|享道出行|18|
|24|优享型|全民GO|18|
|25|优享型|及时用车|19|
|26|优享型|首汽约车|19|
|27|优享型|中交出行|19|
|28|优享型|飞嘀打车|20|
|29|优享型|曹操出行|20|
|30|优享型|T3出行|21|
|31|轻享专车|undefined|19-29|
|32|六座商务|undefined|34-45|
|33|豪华型|undefined|38-46|","[{""app"": ""无"", ""category"": ""极速拼车, 出租车, 轻享专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"极速拼车, 出租车, 轻享专车","出租车,轻享专车","出租车,轻享专车",无,"极速拼车,聚的新出租,深圳出租","极速拼车,聚的新出租,深圳出租",False,,False,0,,0,0,,0,1.28907156,直接命中车小类关键字但answer中没有或错误,,顾存虹,"[{'5U出行': '16'}, {'T3出行': '19'}, {'T3出行': '21'}, {'undefined': '19-29'}, {'undefined': '22'}, {'undefined': '34-45'}, {'undefined': '38-46'}, {'东潮出行': '18'}, {'中交出行': '18'}, {'中交出行': '19'}, {'中军出行': '23'}, {'享道出行': '16'}, {'享道出行': '18'}, {'全民GO': '18'}, {'及时用车': '17'}, {'及时用车': '19'}, {'如祺出行': '19'}, {'妥妥E行': '18'}, {'斑马快跑': '21'}, {'曹操出行': '17'}, {'曹操出行': '20'}, {'深圳出租': '17'}, {'神州专车': '17'}, {'神州专车': '18'}, {'聚的新出租': '17'}, {'阳光出行': '19'}, {'飞嘀打车': '18'}, {'飞嘀打车': '20'}, {'首汽约车': '17'}, {'首汽约车': '19'}]",,打极速拼车、出租车和轻享专车去梅林水库,"出租车,轻享专车","极速拼车,聚的新出租,深圳出租"
