model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,category（车大类）,正确答案.1,mode（车小类）,正确答案.2,price,正确答案.3,price_min,正确答案.4,price_max,正确答案.5,think_time,问题,备注,标注人,车型组合
Qwen2.5-32B-Instruct,"

要用高德预订六座商务车到民治地铁站。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|16-16|
|1|高德地图|     |特惠快车|17-18|
|2|高德地图|经济型|腾飞出行|17|
|3|高德地图|经济型|如祺出行|17|
|4|高德地图|经济型|东潮出行|18|
|5|高德地图|经济型|北京的士|18|
|6|高德地图|经济型|北京新出租|18|
|7|高德地图|经济型|全民GO|18|
|8|高德地图|经济型|首汽约车|18|
|9|高德地图|经济型|妥妥E行|19|
|10|高德地图|经济型|T3出行|20|
|11|高德地图|经济型|曹操出行|20|
|12|高德地图|经济型|享道出行|20|
|13|高德地图|经济型|聚的新出租|20|
|14|高德地图|经济型|900出行|20|
|15|高德地图|经济型|深圳出租|21|
|16|高德地图|经济型|飞嘀打车|21|
|17|高德地图|特快车|undefined|23|
|18|高德地图|出租车|undefined|25|
|19|高德地图|优享型|东潮出行|24|
|20|高德地图|优享型|全民GO|25|
|21|高德地图|优享型|环旅出行|25|
|22|高德地图|优享型|及时用车|26|
|23|高德地图|优享型|首汽约车|27|
|24|高德地图|优享型|飞嘀打车|27|
|25|高德地图|优享型|阳光出行|28|
|26|高德地图|轻享专车|undefined|27|
|27|高德地图|品质专车|undefined|34|
|28|高德地图|六座商务|undefined|33|
|29|高德地图|豪华型|undefined|55-56|",28,六座商务|undefined,"[{""app"": ""高德"", ""category"": ""商务车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",高德,,商务车,六座商务,无,,False,,0,,0,,1.112735987,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'优享型': '及时用车'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '妥妥E行'}, {'经济型': '深圳出租'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'经济型': 'T3出行'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '如祺出行'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'优享型': '首汽约车'}, {'经济型': '北京的士'}, {'优享型': '阳光出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'经济型': '北京新出租'}, {'优享型': '飞嘀打车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

预约神州专车到红山动物园北门，需携带宠物。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|53-56|
|1|高德地图|     |特惠快车|59-60|
|2|高德地图|经济型|腾飞出行|63|
|3|高德地图|经济型|中军出行|63|
|4|高德地图|经济型|365约车|64|
|5|高德地图|经济型|神州专车|65|
|6|高德地图|经济型|北京的士|65|
|7|高德地图|经济型|曹操出行|66|
|8|高德地图|经济型|享道出行|66|
|9|高德地图|经济型|聚的新出租|66|
|10|高德地图|经济型|斑马快跑|66|
|11|高德地图|经济型|900出行|67|
|12|高德地图|经济型|首汽约车|67|
|13|高德地图|经济型|阳光出行|67|
|14|高德地图|特快车|undefined|70|
|15|高德地图|出租车|undefined|77|
|16|高德地图|优享型|东潮出行|84|
|17|高德地图|优享型|旗妙出行|84|
|18|高德地图|优享型|妥妥E行|84|
|19|高德地图|优享型|T3出行|85|
|20|高德地图|优享型|享道出行|86|
|21|高德地图|优享型|斑马快跑|86|
|22|高德地图|优享型|飞嘀打车|86|
|23|高德地图|优享型|火箭出行|88|
|24|高德地图|轻享专车|undefined|94|
|25|高德地图|品质专车|undefined|106|
|26|高德地图|六座商务|undefined|115|
|27|高德地图|豪华型|undefined|145-150|",5,经济型|神州专车,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""神州专车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,,神州专车,,False,,0,,0,,1.090921164,其他,用户有特殊需求,顾存虹,"[{'优享型': '享道出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '365约车'}, {'轻享专车': 'undefined'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '中军出行'}, {'优享型': '东潮出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'经济型': '北京的士'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'优享型': 'T3出行'}, {'经济型': '神州专车'}, {'优享型': '飞嘀打车'}]"
Qwen2.5-32B-Instruct,"

叫个特价拼车去创业花园，预算控制在28元内。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|15-15|
|1|高德地图|     |特惠快车|16-17|
|2|高德地图|经济型|腾飞出行|17|
|3|高德地图|经济型|东潮出行|17|
|4|高德地图|经济型|旗妙出行|17|
|5|高德地图|经济型|北京新出租|18|
|6|高德地图|经济型|5U出行|18|
|7|高德地图|经济型|妥妥E行|19|
|8|高德地图|经济型|AA出行|19|
|9|高德地图|经济型|曹操出行|19|
|10|高德地图|经济型|斑马快跑|19|
|11|高德地图|经济型|有序出行|19|
|12|高德地图|经济型|900出行|20|
|13|高德地图|经济型|中交出行|20|
|14|高德地图|经济型|及时用车|20|
|15|高德地图|经济型|深圳出租|21|
|16|高德地图|经济型|飞嘀打车|21|
|17|高德地图|经济型|阳光出行|21|
|18|高德地图|特快车|undefined|20|
|19|高德地图|出租车|undefined|25|
|20|高德地图|优享型|腾飞出行|24|
|21|高德地图|优享型|东潮出行|24|
|22|高德地图|优享型|全民GO|24|
|23|高德地图|优享型|妥妥E行|24|
|24|高德地图|优享型|AA出行|24|
|25|高德地图|优享型|享道出行|25|
|26|高德地图|优享型|斑马快跑|25|
|27|高德地图|优享型|风韵出行|25|
|28|高德地图|优享型|中交出行|25|
|29|高德地图|优享型|首汽约车|26|
|30|高德地图|优享型|飞嘀打车|27|
|31|高德地图|优享型|火箭出行|28|
|32|高德地图|轻享专车|undefined|27|
|33|高德地图|品质专车|undefined|31|
|34|高德地图|六座商务|undefined|34|
|35|高德地图|豪华型|undefined|58-60|",0,|极速拼车,"[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 28, ""fast"": False}]",无,,特价拼车,无,无,极速拼车,True,,0,,28,,1.089430332,,,顾存虹,"[{'优享型': '享道出行'}, {'优享型': '风韵出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'经济型': '深圳出租'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '及时用车'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'经济型': '曹操出行'}, {'优享型': '首汽约车'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '北京新出租'}, {'优享型': '飞嘀打车'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

选特惠快车和经济型的曹操出行去元芬地铁站。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|27-27|
|1|高德地图|     |特惠快车|31-32|
|2|高德地图|经济型|腾飞出行|33|
|3|高德地图|经济型|如祺出行|33|
|4|高德地图|经济型|365约车|33|
|5|高德地图|经济型|旗妙出行|33|
|6|高德地图|经济型|妥妥E行|34|
|7|高德地图|经济型|深圳出租|34|
|8|高德地图|经济型|聚的新出租|35|
|9|高德地图|经济型|有序出行|35|
|10|高德地图|经济型|900出行|35|
|11|高德地图|经济型|中交出行|36|
|12|高德地图|经济型|及时用车|37|
|13|高德地图|经济型|首汽约车|37|
|14|高德地图|特快车|undefined|40|
|15|高德地图|出租车|undefined|44|
|16|高德地图|优享型|腾飞出行|45|
|17|高德地图|优享型|神州专车|45|
|18|高德地图|优享型|东潮出行|45|
|19|高德地图|优享型|旗妙出行|45|
|20|高德地图|优享型|全民GO|46|
|21|高德地图|优享型|曹操出行|48|
|22|高德地图|优享型|享道出行|48|
|23|高德地图|优享型|风韵出行|49|
|24|高德地图|优享型|飞嘀打车|49|
|25|高德地图|轻享专车|undefined|51|
|26|高德地图|品质专车|undefined|56|
|27|高德地图|六座商务|undefined|65|
|28|高德地图|豪华型|undefined|88-92|",1, |特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车, 经济型"", ""mode"": ""曹操出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,"特惠快车, 经济型",无,曹操出行,特惠快车,False,,0,,0,,1.222652912,直接命中车小类关键字但answer中没有或错误,,顾存虹,"[{'优享型': '享道出行'}, {'优享型': '风韵出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '妥妥E行'}, {'经济型': '深圳出租'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '曹操出行'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '如祺出行'}, {'经济型': '365约车'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '及时用车'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '聚的新出租'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'经济型': '旗妙出行'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'优享型': '飞嘀打车'}]"
Qwen2.5-32B-Instruct,"

要六座商务车去深圳北站。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|8-8|
|1|高德地图|     |特惠快车|7-10|
|2|高德地图|经济型|星徽出行|9|
|3|高德地图|经济型|365约车|9|
|4|高德地图|经济型|神州专车|9|
|5|高德地图|经济型|东潮出行|9|
|6|高德地图|经济型|旗妙出行|9|
|7|高德地图|经济型|北京的士|9|
|8|高德地图|经济型|全民GO|9|
|9|高德地图|经济型|妥妥E行|11|
|10|高德地图|经济型|AA出行|11|
|11|高德地图|经济型|曹操出行|11|
|12|高德地图|经济型|享道出行|12|
|13|高德地图|经济型|有序出行|12|
|14|高德地图|经济型|900出行|12|
|15|高德地图|经济型|聚的新出租|12|
|16|高德地图|经济型|飞嘀打车|12|
|17|高德地图|经济型|阳光出行|12|
|18|高德地图|特快车|undefined|11|
|19|高德地图|出租车|undefined|13|
|20|高德地图|优享型|神州专车|12|
|21|高德地图|优享型|妥妥E行|13|
|22|高德地图|优享型|曹操出行|13|
|23|高德地图|优享型|享道出行|13|
|24|高德地图|优享型|斑马快跑|14|
|25|高德地图|优享型|风韵出行|14|
|26|高德地图|优享型|中交出行|16|
|27|高德地图|优享型|T3出行|16|
|28|高德地图|优享型|火箭出行|16|
|29|高德地图|优享型|阳光出行|16|
|30|高德地图|轻享专车|undefined|13|
|31|高德地图|品质专车|undefined|18|
|32|高德地图|六座商务|undefined|19|
|33|高德地图|豪华型|undefined|37-40|",32,六座商务|undefined,"[{""app"": ""腾飞出行"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",腾飞出行,无,六座商务车,六座商务,无,,False,,0,,0,,1.121121407,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': '曹操出行'}, {'优享型': '斑马快跑'}, {'豪华型': 'undefined'}, {'经济型': '365约车'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'优享型': '阳光出行'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'优享型': 'T3出行'}, {'经济型': '有序出行'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

打车去大鹏古城，优先鞍马聚的或极速拼车。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|54-56|
|1|高德地图|     |特惠快车|58-58|
|2|高德地图|经济型|星徽出行|64|
|3|高德地图|经济型|中军出行|64|
|4|高德地图|经济型|365约车|64|
|5|高德地图|经济型|东潮出行|64|
|6|高德地图|经济型|如祺出行|64|
|7|高德地图|经济型|旗妙出行|65|
|8|高德地图|经济型|北京的士|65|
|9|高德地图|经济型|全民GO|66|
|10|高德地图|经济型|AA出行|66|
|11|高德地图|经济型|曹操出行|66|
|12|高德地图|经济型|深圳出租|66|
|13|高德地图|经济型|享道出行|67|
|14|高德地图|经济型|中交出行|67|
|15|高德地图|经济型|聚的新出租|68|
|16|高德地图|经济型|飞嘀打车|68|
|17|高德地图|特快车|undefined|73|
|18|高德地图|出租车|undefined|81|
|19|高德地图|优享型|星徽出行|86|
|20|高德地图|优享型|神州专车|86|
|21|高德地图|优享型|AA出行|88|
|22|高德地图|优享型|享道出行|88|
|23|高德地图|优享型|斑马快跑|89|
|24|高德地图|优享型|中交出行|89|
|25|高德地图|优享型|及时用车|89|
|26|高德地图|优享型|首汽约车|89|
|27|高德地图|优享型|飞嘀打车|90|
|28|高德地图|优享型|火箭出行|90|
|29|高德地图|轻享专车|undefined|97|
|30|高德地图|品质专车|undefined|109|
|31|高德地图|六座商务|undefined|118|
|32|高德地图|豪华型|undefined|146-150|","0,15","|极速拼车,经济型|聚的新出租","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚, 极速拼车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,,"鞍马聚, 极速拼车","极速拼车,聚的新出租",False,,0,,0,,1.195879221,,,顾存虹,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '中交出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'特快车': 'undefined'}, {'经济型': '深圳出租'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'豪华型': 'undefined'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '中军出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'优享型': '星徽出行'}, {'经济型': '北京的士'}, {'优享型': '首汽约车'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'经济型': '旗妙出行'}, {'优享型': '飞嘀打车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

叫辆特惠快车去梅村。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|12-12|
|1|高德地图|     |特惠快车|13-16|
|2|高德地图|经济型|腾飞出行|12|
|3|高德地图|经济型|星徽出行|12|
|4|高德地图|经济型|365约车|13|
|5|高德地图|经济型|如祺出行|13|
|6|高德地图|经济型|东潮出行|13|
|7|高德地图|经济型|飞嘀打车|14|
|8|高德地图|经济型|5U出行|14|
|9|高德地图|经济型|妥妥E行|14|
|10|高德地图|经济型|AA出行|14|
|11|高德地图|经济型|曹操出行|14|
|12|高德地图|经济型|斑马快跑|14|
|13|高德地图|经济型|900出行|15|
|14|高德地图|经济型|中交出行|15|
|15|高德地图|经济型|及时用车|16|
|16|高德地图|经济型|聚的新出租|16|
|17|高德地图|经济型|T3出行|16|
|18|高德地图|经济型|阳光出行|16|
|19|高德地图|特快车|undefined|15|
|20|高德地图|出租车|undefined|15|
|21|高德地图|优享型|腾飞出行|17|
|22|高德地图|优享型|星徽出行|17|
|23|高德地图|优享型|神州专车|18|
|24|高德地图|优享型|东潮出行|19|
|25|高德地图|优享型|旗妙出行|19|
|26|高德地图|优享型|环旅出行|20|
|27|高德地图|优享型|全民GO|20|
|28|高德地图|优享型|斑马快跑|21|
|29|高德地图|优享型|中交出行|21|
|30|高德地图|优享型|阳光出行|21|
|31|高德地图|轻享专车|undefined|22|
|32|高德地图|品质专车|undefined|23|
|33|高德地图|六座商务|undefined|23|
|34|高德地图|豪华型|undefined|43-47|",1, |特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,特惠快车,无,无,特惠快车,False,,0,,0,,1.120205164,直接命中车小类关键字但answer中没有或错误,,顾存虹,"[{'经济型': '星徽出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'经济型': 'T3出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'优享型': '神州专车'}, {'经济型': '及时用车'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'优享型': '星徽出行'}, {'优享型': '阳光出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': '腾飞出行'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

要尽快用特价拼车和极速拼车去深圳北站。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|15-16|
|1|高德地图|     |特惠快车|17-19|
|2|高德地图|经济型|星徽出行|19|
|3|高德地图|经济型|365约车|19|
|4|高德地图|经济型|如祺出行|20|
|5|高德地图|经济型|神州专车|20|
|6|高德地图|经济型|中军出行|20|
|7|高德地图|经济型|全民GO|21|
|8|高德地图|经济型|AA出行|21|
|9|高德地图|经济型|曹操出行|21|
|10|高德地图|经济型|T3出行|21|
|11|高德地图|经济型|聚的新出租|22|
|12|高德地图|经济型|及时用车|23|
|13|高德地图|经济型|深圳出租|23|
|14|高德地图|经济型|飞嘀打车|23|
|15|高德地图|经济型|阳光出行|23|
|16|高德地图|特快车|undefined|24|
|17|高德地图|出租车|undefined|25|
|18|高德地图|优享型|星徽出行|26|
|19|高德地图|优享型|东潮出行|26|
|20|高德地图|优享型|旗妙出行|27|
|21|高德地图|优享型|全民GO|27|
|22|高德地图|优享型|妥妥E行|27|
|23|高德地图|优享型|AA出行|27|
|24|高德地图|优享型|曹操出行|28|
|25|高德地图|优享型|享道出行|28|
|26|高德地图|优享型|中交出行|29|
|27|高德地图|优享型|及时用车|29|
|28|高德地图|优享型|首汽约车|29|
|29|高德地图|优享型|T3出行|29|
|30|高德地图|优享型|火箭出行|30|
|31|高德地图|优享型|阳光出行|30|
|32|高德地图|轻享专车|undefined|30|
|33|高德地图|品质专车|undefined|32|
|34|高德地图|六座商务|undefined|35|
|35|高德地图|豪华型|undefined|60-65|",0,|极速拼车,"[{""app"": ""无"", ""category"": ""特价拼车, 极速拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,"特价拼车, 极速拼车",无,无,极速拼车,False,,0,,0,,1.208477974,直接命中车小类关键字但answer中没有或错误,,顾存虹,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '中交出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'经济型': '阳光出行'}, {'特快车': 'undefined'}, {'经济型': '深圳出租'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': '曹操出行'}, {'经济型': 'T3出行'}, {'优享型': 'AA出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'': '特惠快车'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'优享型': '星徽出行'}, {'优享型': '首汽约车'}, {'优享型': '阳光出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'优享型': 'T3出行'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}]"
Qwen2.5-32B-Instruct,"

打极速拼车去天文台，要最快到达的。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|40-40|
|1|高德地图|     |特惠快车|43-44|
|2|高德地图|经济型|腾飞出行|47|
|3|高德地图|经济型|中军出行|47|
|4|高德地图|经济型|365约车|47|
|5|高德地图|经济型|星徽出行|48|
|6|高德地图|经济型|东潮出行|48|
|7|高德地图|经济型|如祺出行|50|
|8|高德地图|经济型|全民GO|50|
|9|高德地图|经济型|AA出行|50|
|10|高德地图|经济型|斑马快跑|50|
|11|高德地图|经济型|有序出行|51|
|12|高德地图|经济型|900出行|51|
|13|高德地图|经济型|中交出行|51|
|14|高德地图|经济型|及时用车|51|
|15|高德地图|经济型|聚的新出租|51|
|16|高德地图|特快车|undefined|52|
|17|高德地图|出租车|undefined|61|
|18|高德地图|优享型|腾飞出行|64|
|19|高德地图|优享型|星徽出行|64|
|20|高德地图|优享型|AA出行|64|
|21|高德地图|优享型|曹操出行|65|
|22|高德地图|优享型|享道出行|65|
|23|高德地图|优享型|斑马快跑|65|
|24|高德地图|优享型|及时用车|67|
|25|高德地图|优享型|T3出行|67|
|26|高德地图|优享型|火箭出行|67|
|27|高德地图|轻享专车|undefined|70|
|28|高德地图|品质专车|undefined|77|
|29|高德地图|六座商务|undefined|88|
|30|高德地图|豪华型|undefined|114-116|",0,|极速拼车,"[{""app"": ""无"", ""category"": ""极速拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,极速拼车,无,无,极速拼车,False,,0,,0,,1.096871376,直接命中车小类关键字但answer中没有或错误,,顾存虹,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': '曹操出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'经济型': '聚的新出租'}, {'优享型': '星徽出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': 'T3出行'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

用滴滴约特价拼车、特惠快车车型到民治地铁站。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|9-9|
|1|高德地图|     |特惠快车|12-15|
|2|高德地图|经济型|腾飞出行|11|
|3|高德地图|经济型|星徽出行|11|
|4|高德地图|经济型|如祺出行|12|
|5|高德地图|经济型|神州专车|12|
|6|高德地图|经济型|旗妙出行|12|
|7|高德地图|经济型|北京的士|12|
|8|高德地图|经济型|全民GO|13|
|9|高德地图|经济型|AA出行|13|
|10|高德地图|经济型|T3出行|14|
|11|高德地图|经济型|斑马快跑|14|
|12|高德地图|经济型|900出行|15|
|13|高德地图|经济型|及时用车|15|
|14|高德地图|经济型|聚的新出租|15|
|15|高德地图|经济型|飞嘀打车|15|
|16|高德地图|特快车|undefined|14|
|17|高德地图|出租车|undefined|18|
|18|高德地图|优享型|腾飞出行|15|
|19|高德地图|优享型|旗妙出行|15|
|20|高德地图|优享型|环旅出行|17|
|21|高德地图|优享型|全民GO|17|
|22|高德地图|优享型|斑马快跑|18|
|23|高德地图|优享型|中交出行|19|
|24|高德地图|优享型|阳光出行|19|
|25|高德地图|轻享专车|undefined|18|
|26|高德地图|品质专车|undefined|23|
|27|高德地图|六座商务|undefined|23|
|28|高德地图|豪华型|undefined|42-46|","0,1","|极速拼车,|特惠快车","[{""app"": ""滴滴"", ""category"": ""特价拼车, 特惠快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,"特价拼车, 特惠快车",无,无,"极速拼车,特惠快车",False,,0,,0,,1.18915534,直接命中车小类关键字但answer中没有或错误,,顾存虹,"[{'经济型': '星徽出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'经济型': 'T3出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '如祺出行'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '及时用车'}, {'优享型': '全民GO'}, {'经济型': '聚的新出租'}, {'优享型': '阳光出行'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'经济型': '旗妙出行'}, {'优享型': '腾飞出行'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}]"
