query,车辆候选列表,车型组合,category,category正确答案,mode,mode正确答案
成都到乐山大佛，150元到180元之间，组合六座专车和曹操出行,[],[],,[],,[]
杭州到千岛湖，预算90元上下，混合滴滴包车和特快出租车,[],[],,[],,[]
南京到黄山风景区，至少200元，联动滴滴豪华车和特惠快车,[],[],,[],,[]
重庆到宜昌三峡，200元以上，同步六座专车和滴滴包车,[],[],,[],,[]
西安到洛阳龙门石窟，差不多180元，组合城际拼车和特快出租车,[],[],,[],,[]
武汉到岳阳楼，严格控制在160元内，混合滴滴专车和曹操出行,[],[],,优享型，经济型,,旅程约车，阳光出行，风韵出行
北京南苑机场到王府井，价格25元之上，组合滴滴专车和六座专车,[],[],,经济型,,旅程约车，阳光出行
上海崇明岛到外滩，预算50元内，混合城际拼车和特惠快车,[],[],,特惠快车，经济型,,特惠快车，腾飞出行
广州白云山到沙面，差不多15元，同步出租车和花小猪外接版,[],[],,出租，经济型,,出租车，叮叮出行
深圳大鹏所城到盐田港，30元左右浮动，选择曹操出行车型的车和极速拼车车型的车,[],[],,[],,[]
成都都江堰到青城山，最多18元，组合特价拼车和滴滴快车,[],[],,拼车，特惠快车，经济型,,T3出行，享道出行，及时用车，叮叮出行，曹操出行，极速拼车，特惠快车，环旅出行，神州专车，腾飞出行，迪尔出行，风韵出行
杭州良渚到运河广场，预算20元上下，混合特惠快车和出租车,[],[],,[],,[]
南京栖霞山到玄武湖，死死压在12元内，联动花小猪正价版车型和曹操出行车型的车,[],[],,经济型,,及时用车，风韵出行
重庆万州到涪陵，价格40元之上，同步滴滴包车和城际拼车,[],[],,经济型,,鞍马聚的新出租
西安大唐芙蓉园到华清池，差不多25元，组合特快出租车和滴滴专车,[],[],,优享型,,阳光出行
武汉长江大桥到归元寺，绝对不超过30元，混合六座专车和特惠快车,[],[],,特惠快车，经济型,,特惠快车，腾飞出行
北京鸟巢到奥林匹克公园，死死锁住18元，组合特惠快车和花小猪外接版,[],[],,[],,[]
上海七宝老街到豫园，必须控制在15元，混合曹操出行和极速拼车,[],[],,拼车，经济型,,T3出行，享道出行，极速拼车，风韵出行
广州陈家祠到沙面岛，一口价12元，同步出租车和特价拼车,[],[],,[],,[]
深圳华侨城到世界之窗，绝对不超过10元，双选滴滴快车和惊喜特价,[],[],,经济型,,南京出租，及时用车，腾飞出行
成都浣花溪到杜甫草堂，死死压住9元，组合花小猪正价版车型和曹操出行车型的车,[],[],,[],,[]
杭州运河广场到雷峰塔，固定价11元，联动特惠快车和出租车,[],[],,特惠快车，经济型,,特惠快车，环旅出行
南京雨花台到总统府，严格卡死14元，使用极速拼车车型和滴滴快车车型,[],[],,经济型,,叮叮出行，曹操出行
重庆磁器口到白公馆，必须9.9元，同步特价拼车和特快出租车,[],[],,经济型,,环旅出行
西安大明宫到碑林，死死压在13元，使用曹操出行车型和花小猪外接版车型的车,[],[],,经济型,,鞍马出行，风韵出行
武汉琴台到归元寺，一口价16元，混合滴滴专车和特惠快车,[],[],,[],,[]
北京簋街到三里屯，差不多15元，组合特快出租车和极速拼车,[],[],,经济型,,叮叮出行，神州专车，迪尔出行
上海田子坊到新天地，预算18元上下，混合花小猪正价版和滴滴快车,[],[],,[],,[]
广州北京路到上下九，最多12元，同步特价拼车和曹操出行,[],[],,拼车，经济型,,T3出行，极速拼车
深圳大梅沙到中英街，10元到15元之间，选择出租车车型和惊喜特价车型,[],[],,优享型，经济型,,T3出行，叮叮出行，环旅出行
成都东郊记忆到建设路，死死压在8元内，组合特惠快车和花小猪外接版,[],[],,[],,[]
杭州灵隐寺到龙井村，差不多20元，联动滴滴快车和特快出租车,[],[],,[],,[]
南京玄武湖到鸡鸣寺，预算9元上下，选择极速拼车车型和曹操出行车型的车,[],[],,经济型,,享道出行
重庆李子坝到鹅岭二厂，严格控制在7元内，同步特价拼车和出租车,[],[],,经济型,,T3出行
西安回民街到永兴坊，大约11元，使用花小猪外接版车型和滴滴快车车型,[],[],,特惠快车，经济型,,特惠快车，环旅出行
武汉昙华林到黄鹤楼，15元内解决，混合特惠快车和特快出租车,[],[],,特惠快车，经济型,,特惠快车，环旅出行，腾飞出行
北京潘家园到798，死死压到6.6元，组合极速拼车和惊喜特价,[],[],,经济型,,T3出行
上海世博园到陆家嘴，最多5元，混合特价拼车和花小猪正价版,[],[],,[],,[]
广州小蛮腰到生物岛，预算3元上下，同步曹操出行和特惠快车,[],[],,[],,[]
深圳盐田港到大鹏所城，死死锁住8.8元，双选出租车车型和极速拼车车型,[],[],,拼车，经济型,,享道出行，极速拼车
成都锦江夜游线路，必须4.9元，组合花小猪外接版和特惠快车,[],[],,[],,[]
杭州钱塘江到六和塔，绝对不超过7元，混合滴滴快车和惊喜特价,[],[],,[],,[]
南京长江大桥到阅江楼，死死压在5元内，联动特价拼车和曹操出行,[],[],,[],,[]
重庆武隆到仙女山，预算200元之上，同步六座专车和滴滴豪华车,[],[],,[],,[]
西安城墙到咸阳机场，死死卡在150元，组合城际拼车和特快出租车,[],[],,[],,[]
武汉知音号到江滩，必须120元，混合滴滴包车和特惠快车,[],[],,[],,[]
从国贸大厦到朝阳公园东门，极速拼车价格差不多7元,[],[],,拼车,,极速拼车
首都机场T3到望京SOHO，特惠快车预估8-9元之间,[],[],,特惠快车,,特惠快车
五道口地铁站到清华大学东南门，经济型大类的曹操出行车型，大概8元左右,[],[],,经济型,,曹操出行
西单大悦城到金融街购物中心，T3出行车型的经济型车，费用8元出头,[],[],,经济，经济型,,T3出行
上海虹桥站到陆家嘴环球中心，享道出行车型的经济型车，需要9元上下,[],[],,经济，经济型,,享道出行
广州塔到珠江新城地铁站，鞍马出行车型的经济型车，约10元以内,[],[],,经济，经济型,,鞍马出行
深圳宝安机场到福田CBD，腾飞出行车型的经济型车，价格10-11元之间,[],[],,经济型,,腾飞出行
杭州西湖断桥到雷峰塔景区，经济型车的“及时用车”的车型，费用9.5元左右,[],[],,经济型,,及时用车
南京夫子庙到新街口商圈，风韵出行经济型预计9.5元上下,[],[],,经济型,,风韵出行
成都春熙路到宽窄巷子，经济型的环旅出行车型的车，差不多9元之内,[],[],,经济型,,环旅出行
重庆洪崖洞到解放碑步行街，神州专车车型的经济型车，需要9.5元上下,[],[],,经济型,,神州专车
西安钟楼到大唐不夜城，叮叮出行车型的经济型车，价格10元左右,[],[],,经济型,,叮叮出行
武汉黄鹤楼到东湖绿道，迪尔出行车型的经济型车，大约10.5元,[],[],,经济型,,迪尔出行
天津之眼到意式风情街，旅程约车车型的经济型车，费用8元出头,[],[],,经济，经济型,,旅程约车
苏州拙政园到平江路，聚优出租车型的经济型车，预估11元上下,[],[],,经济型,,聚优出租
长沙橘子洲头到岳麓山脚，阳光出行车型的经济型车，价格13元上下,[],[],,特惠快车，经济型,,阳光出行
厦门鼓浪屿码头到中山路，首汽约车车型的经济型车，需11.5元左右,[],[],,特惠快车，经济型,,首汽约车
青岛栈桥到八大关景区，有序出行车型的经济型车，约12元之内,[],[],,经济，经济型,,有序出行
大连星海广场到老虎滩，沛途出行车型的经济型车，费用11.5元上下,[],[],,经济型,,沛途出行
沈阳故宫到中街步行街，有滴出行车型的经济型车，预估12.5元左右,[],[],,经济型,,有滴出行
哈尔滨中央大街到冰雪大世界，“365约车”车型的经济型车，需要13元上下,[],[],,经济型,,365约车
合肥政务中心到罍街夜市，“南京出租”车型的经济型车，价格14元左右,[],[],,经济型,,南京出租
郑州东站到二七纪念塔，腾飞新出租车型的经济型车，约12元上下,[],[],,经济型,,腾飞新出租
福州三坊七巷到西湖公园，“鞍马聚的新出租”车型的经济型车，费用16元,[],[],,经济型,,鞍马聚的新出租
济南趵突泉到大明湖南门，特快车预估18.5元左右,[],[],,特快车,,特快车
南昌滕王阁到秋水广场，出租车价格16元上下,[],[],,出租，出租车，特惠快车，经济型,,出租车，南京出租，聚优出租，鞍马聚的-高档出租车，鞍马聚的新出租
南宁青秀山到万象城，曹操出行车型的优享型车，需要17.5元上下,[],[],,优享型,,曹操出行
海口美兰机场到骑楼老街，阳光出行车型的优享型车，约18元之内,[],[],,优享型,,阳光出行
太原晋祠到食品街，T3出行车型的优享型车，费用19元上下,[],[],,优享型,,T3出行
乌鲁木齐国际大巴扎到红山公园，首汽约车车型的优享型车，预估19元左右,[],[],,优享型,,首汽约车
杭州西湖断桥到宋城景区，使用经济型分类，价格差不多8元,[],[],,经济，经济型,,T3出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，沛途出行，环旅出行，神州专车，聚优出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
广州白云国际机场T2到珠江新城西塔，叫鞍马出行车型的车，35元之内,[],[],,优享型，特惠快车，经济，经济型,,鞍马出行
南京夫子庙到中山陵音乐台，选优享型类目，预算控制在19元左右,[],[],,优享型,,T3出行，及时用车，叮叮出行，旅程约车，曹操出行，有滴出行，沛途出行，环旅出行，神州专车，腾飞出行，阳光出行，鞍马出行，风韵出行，首汽约车
深圳华侨城创意园到蛇口邮轮中心，预约品质专车，价格固定58元,[],[],,[],,[]
成都春熙路太古里到都江堰景区，使用腾飞出行车型的车，车费约13元,[],[],,特惠快车，经济型,,腾飞出行，腾飞新出租
西安钟楼到华山游客中心，需要六座商务车型，预估费用45元上下,[],[],,六座商务,,享道出行，叮叮出行
重庆解放碑到来福士广场，叫特惠快车，费用在12元至15元之间,[],[],,特惠快车,,365约车，T3出行，享道出行，及时用车，叮叮出行，妥妥E行，曹操出行，有序出行，有滴出行，沛途出行，环旅出行，神州专车，聚优出行，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，风韵出行，首汽约车
厦门鼓浪屿钢琴码头到厦门大学，选神州专车，差不多50元,[],[],,六座商务，品质专车,,神州专车
武汉黄鹤楼到东湖绿道，使用环旅出行车型的车，价格区间25-30元,[],[],,[],,[]
青岛八大关到金沙滩景区，叫聚优出租，15元以内可接受,[],[],,经济，经济型,,聚优出租
郑州二七塔到少林寺停车场，需要特快车服务，费用约19元,[],[],,特快车,,特快车
长沙岳麓山爱晚亭到橘子洲头，选经济分类，预算不超过9元,[],[],,拼车，经济，经济型,,T3出行，享道出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，有滴出行，极速拼车，沛途出行，环旅出行，神州专车，聚优出租，聚优出行，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
苏州拙政园到同里古镇，使用阳光出行车型的车，价格差不多14元,[],[],,特惠快车，经济型,,阳光出行
宁波老外滩到溪口蒋氏故居，预约有序出行车型的车，预估12元左右,[],[],,特惠快车，经济型,,有序出行
天津五大道到滨海图书馆，叫叮叮出行车型的车，费用在10元以内,[],[],,经济，经济型,,叮叮出行
沈阳中街到棋盘山风景区，使用旅程约车车型的车，价格区间8-11元,[],[],,经济，经济型,,旅程约车
大连星海广场到老虎滩海洋公园，选沛途出行车型的车，车费约8元,[],[],,经济,,沛途出行
哈尔滨中央大街到冰雪大世界，需要特价专车，预算45元上下,[],[],,[],,[]
长春净月潭到长影世纪城，使用享道出行车型的车，费用差不多40元,[],[],,六座商务，品质专车,,享道出行
合肥天鹅湖到三河古镇，叫迪尔出行车型的车，价格固定12.5元,[],[],,特惠快车,,迪尔出行
济南趵突泉到大明湖新区，使用南京出租，预估7元至9元,[],[],,经济,,南京出租
福州三坊七巷到平潭岛北港村，选有滴出行车型的车，费用7元左右,[],[],,经济,,有滴出行
昆明滇池海埂公园到石林风景区，需要妥妥E行车型的车，15元之内,[],[],,特惠快车，经济，经济型,,妥妥E行
南宁青秀山到方特东盟神画，使用“聚的新出租”车型的车，价格约12元,[],[],,特惠快车,,聚的新出租
乌鲁木齐国际大巴扎到天山天池，叫腾飞新出租车型的车，预算18元上下,[],[],,[],,[]
兰州黄河铁桥到兴隆山景区，选经济型分类，费用差不多11元,[],[],,经济，经济型,,365约车，叮叮出行，有序出行，有滴出行，沛途出行，聚优出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，首汽约车
海口骑楼老街到火山口公园，使用风韵出行车型的车，价格区间9-12元,[],[],,经济型,,风韵出行
三亚亚龙湾到天涯海角，预约旅程专车车型的车，预估费用30元以上,[],[],,[],,[]
珠海情侣路到长隆横琴湾酒店，叫“鞍马聚的-高档出租车”车型的车，价格35元内,[],[],,出租车,,鞍马聚的-高档出租车
佛山祖庙到顺德清晖园，使用365约车车型的车，费用约10元,[],[],,经济,,365约车
常州中华恐龙园到天目湖，选神州专车类目，预算50元左右,[],[],,六座商务，品质专车,,神州专车
温州江心屿到楠溪江古村落，需要及时用车车型的车，价格固定7.6元,[],[],,经济,,及时用车
南昌滕王阁到鄱阳湖湿地，使用经济分类，费用差不多8元,[],[],,经济，经济型,,T3出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，沛途出行，环旅出行，神州专车，聚优出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
贵阳甲秀楼到天河潭景区，叫聚优出行车型的车，预估9元至11元,[],[],,经济型,,聚优出租，聚优出行
石家庄正定隆兴寺到赵州桥，使用曹操出行车型的车，价格区间8-10元,[],[],,经济,,曹操出行
太原晋祠到平遥古城，选特价拼车类目，费用12元上下,[],[],,推荐，特价拼车,,特价拼车
呼和浩特大召寺到希拉穆仁草原，需要首汽约车车型的车，预算20元以内,[],[],,优享型，特惠快车，经济，经济型,,首汽约车
拉萨布达拉宫到纳木错，使用六座商务车型，价格差不多35元,[],[],,六座商务,,六座商务
西宁塔尔寺到青海湖二郎剑，叫品质专车，费用45元左右,[],[],,品质专车,,叮叮出行，有序出行，神州专车，鞍马出行，首汽约车
银川镇北堡影视城到沙湖景区，使用特快车服务，预估19元,[],[],,特快车,,特快车
徐州云龙湖到龟山汉墓，选经济型类目，价格固定8.5元,[],[],,经济，经济型,,T3出行，享道出行，妥妥E行，旅程约车，曹操出行，有序出行，沛途出行，环旅出行，神州专车，聚优出租，聚优出行，腾飞新出租，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
洛阳龙门石窟到白马寺，需要环旅出行车型的车，费用区间8-10元,[],[],,经济，经济型,,环旅出行
桂林象鼻山到龙脊梯田，使用“鞍马聚的-低档”车型的车，价格19元内,[],[],,出租车,,鞍马聚的-低档
泉州开元寺到崇武古城，叫旅程约车车型的车，费用差不多8.3元,[],[],,经济，经济型,,旅程约车
南通狼山到濠河风景区，使用沛途出行车型的车，预算8元至9元,[],[],,经济,,沛途出行
绍兴鲁迅故里到安昌古镇，选阳光出行车型的车，价格固定8.2元,[],[],,经济,,阳光出行
嘉兴南湖到乌镇西栅，需要特惠快车类目车型的车，费用12元上下,[],[],,特惠快车,,365约车，T3出行，享道出行，及时用车，叮叮出行，妥妥E行，有序出行，沛途出行，环旅出行，神州专车，聚的新出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，风韵出行，首汽约车
台州神仙居到国清寺，使用腾飞出行车型的车，预估7.5元左右,[],[],,经济,,腾飞出行
盐城丹顶鹤保护区到荷兰花海，叫有滴出行车型的车，价格7元内,[],[],,经济,,有滴出行
扬州瘦西湖到个园，使用经济分类，费用差不多8元,[],[],,经济，经济型,,T3出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，沛途出行，环旅出行，神州专车，聚优出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
北京颐和园北宫门到南锣鼓巷，需要特惠快车和拼车组合，费用12元至15元之间,[],[],,特价拼车，特惠快车,,365约车，T3出行，享道出行，及时用车，叮叮出行，妥妥E行，曹操出行，有序出行，有滴出行，沛途出行，特价拼车，环旅出行，神州专车，聚优出行，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，风韵出行，首汽约车
上海外滩观景台到迪士尼乐园，预约经济型或优享型车辆，价格区间8-20元,[],[],,优享型，出租，特快车，经济型,,365约车，T3出行，享道出行，出租车，南京出租，及时用车，叮叮出行，旅程约车，曹操出行，有序出行，有滴出行，沛途出行，特快车，环旅出行，神州专车，聚优出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
广州小蛮腰到长隆野生动物世界，使用特惠快车和曹操出行，预算控制在13元左右,[],[],,特惠快车,,曹操出行
深圳世界之窗到大梅沙海滨公园，需要拼车或六座商务车型，预估费用15元上下,[],[],,[],,[]
杭州灵隐寺到西溪湿地，选特惠快车和品质专车组合，价格差不多18元至32元,[],[],,专车，推荐,,品质专车
南京玄武湖到牛首山景区，使用经济型与特价拼车混合派单，费用9元内,[],[],,拼车，经济，经济型,,T3出行，享道出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，有滴出行，极速拼车，沛途出行，环旅出行，神州专车，聚优出租，聚优出行，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
成都宽窄巷子到熊猫基地，需要特惠快车车型或腾飞出行车型，车费约12.8元,[],[],,特惠快车,,365约车，T3出行，享道出行，及时用车，叮叮出行，妥妥E行，曹操出行，有序出行，有滴出行，沛途出行，环旅出行，神州专车，聚优出行，聚的新出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，风韵出行，首汽约车
重庆洪崖洞到磁器口古镇，叫拼车车型和经济型车型，价格固定7元至9元,[],[],,拼车，经济，经济型,,T3出行，享道出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，有滴出行，极速拼车，沛途出行，环旅出行，神州专车，聚优出租，聚优出行，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
西安大雁塔到兵马俑博物馆，使用特惠快车或阳光出行车型，预估14元上下,[],[],,特惠快车，经济型,,T3出行，妥妥E行，曹操出行，有序出行，有滴出行，环旅出行，聚优出行，腾飞出行，迪尔出行，阳光出行，鞍马出行，风韵出行
武汉长江大桥到户部巷，需要优享型与特惠快车并行派单，费用19元至21元,[],[],,优享型,,T3出行，及时用车，叮叮出行，旅程约车，沛途出行，环旅出行，神州专车，鞍马出行，首汽约车
青岛栈桥到崂山风景区，选特价拼车和环旅出行车型，预算不超过12元,[],[],,拼车，特价拼车，经济，经济型,,极速拼车，特价拼车，环旅出行
苏州寒山寺到周庄古镇，使用经济型或聚优出租车型的车，价格区间8-11元,[],[],,经济，经济型,,365约车，T3出行，享道出行，及时用车，叮叮出行，旅程约车，曹操出行，有序出行，沛途出行，环旅出行，神州专车，聚优出租，聚优出行，腾飞出行，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
天津意式风情街到古文化街，需要特惠快车和妥妥E行车型的车，费用12.5元左右,[],[],,特惠快车,,365约车，T3出行，享道出行，及时用车，叮叮出行，妥妥E行，有序出行，有滴出行，沛途出行，环旅出行，神州专车，聚的新出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，风韵出行，首汽约车
郑州CBD到黄河游览区，预约拼车与特惠快车混合派单，价格差不多7元,[],[],,拼车,,极速拼车
长沙火宫殿到靖港古镇，使用经济型或鞍马出行组合，预估8.3元至9元,[],[],,经济，经济型,,T3出行，享道出行，旅程约车，曹操出行，环旅出行，聚优出行，鞍马聚的新出租，风韵出行
宁波天一阁到东钱湖，需要特惠快车和迪尔出行车型的车，车费12.6元内,[],[],,特惠快车，经济，经济型,,365约车，享道出行，及时用车，叮叮出行，有序出行，沛途出行，特惠快车，神州专车，聚的新出租，腾飞新出租，迪尔出行，首汽约车
厦门环岛路到集美学村，选经济型或南京出租车型的车，费用7.4元至8元,[],[],,经济，经济型,,南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，环旅出行，神州专车，聚优出租，腾飞出行，腾飞新出租，迪尔出行，鞍马出行，首汽约车
哈尔滨索菲亚教堂到太阳岛，使用特惠快车和有序出行车型的车，预算12元上下,[],[],,特惠快车，经济型,,有序出行
昆明翠湖公园到滇池海埂，需要拼车与经济型组合，价格固定8元,[],[],,拼车，经济，经济型,,T3出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，极速拼车，沛途出行，环旅出行，神州专车，聚优出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
乌鲁木齐红山公园到南山牧场，预约特惠快车或旅程约车车型的车，费用16元左右,[],[],,特惠快车,,南京出租，旅程约车，聚优出租
明早8:30从南京南站到中山陵景区，需要曹操出行车型，3人带行李，价格控制在¥50内,[],[],,优享型，特惠快车，经济，经济型,,曹操出行
周末晚10点后从夫子庙到江宁大学城，求阳光出行车型的车，预算¥80左右,[],[],,[],,[]
今天下午4点前从德基广场到南京站，需要特惠快车，显示预估价为¥35-40,[],[],,[],,[]
带宠物从钟山风景区到红山动物园，需舒适型车，出发时间周六上午10点，预算¥60,[],[],,[],,[]
今晚聚餐后（约21:00）从老门东到奥体中心，4人需要六座商务车，接受¥120-150,[],[],,[],,[]
明天雷暴雨天气从鼓楼医院到禄口机场，必须滴滴豪华车，时间优先不计较价格,[],[],,经济型,,聚优出租
凌晨2点从1912街区回浦口住处，需要出租车车型，要求打表计价,[],[],,出租，出租车，特惠快车，经济，经济型,,出租车，南京出租，聚优出租，聚的出租车，聚的新出租，腾飞新出租，鞍马聚的-低档，鞍马聚的-高档出租车，鞍马聚的新出租
企业客户接待从金陵饭店到牛首山，需要品质专车，周四15:00出发，标准¥200/单,[],[],,[],,[]
早班机6:00从仙林大学城到机场，预约神州出行车型，要求5:20准时到达,[],[],,优享型，六座商务，品质专车，特惠快车，经济，经济型,,神州专车
搬家运输小件家具从江宁到栖霞，需要快车车型，本周日14:00可用，预算¥90,[],[],,[],,[]
带婴儿从江北虹悦城到儿童医院，求经济型车安装安全座椅，周五上午9点前到达,[],[],,经济，经济型,,365约车，T3出行，享道出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，有滴出行，沛途出行，环旅出行，神州专车，聚优出租，聚优出行，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，鞍马聚的新出租，风韵出行，首汽约车
情人节当晚从河西万达广场到南京眼，预定豪华车型布置鲜花，预算¥300特殊需求,[],[],,[],,[]
跨城订单南京到扬州，要求365约车车型的车，周六早7点出发，可接受¥400以下,[],[],,优享型，特惠快车，经济，经济型,,365约车
外国客户接待从总统府到扬子江大道，需要滴滴专车车型的车，周五16:00准时,[],[],,经济型,,旅程约车，阳光出行
高考生7:30从雨花台到金陵中学，预约聚优出租的优先派单，要求十年驾龄司机,[],[],,特惠快车，经济，经济型,,南京出租，聚优出租，鞍马聚的新出租
深夜机场接机（23:50落地），需要腾飞新出租的24小时服务，到建邺区报价¥110,[],[],,[],,[]
团建活动6人从软件谷到银杏湖乐园，预约六座专车，下周一8:30集合，预算¥180,[],[],,[],,[]
孕妇产检从鼓楼到市妇幼，需要旅程约车车型的车，周三上午免拼车,[],[],,优享型，特惠快车，经济，经济型,,旅程约车
外籍人士从国际学校到中山码头，指定滴滴豪华车车型的车，周五15:00用车,[],[],,经济型,,聚优出租
企业月结账户呼叫品质专车，从江宁开发区到南站，每周三次固定时段用车,[],[],,专车，品质专车，推荐,,享道出行，叮叮出行，品质专车，有序出行，环旅出行，神州专车，腾飞出行，鞍马出行，风韵出行，首汽约车
早高峰避开拥堵路线，从浦口到河西大街，选择特快车的智能导航版本,[],[],,特快车，特惠快车,,365约车，T3出行，享道出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，有滴出行，沛途出行，特快车，特惠快车，环旅出行，神州专车，聚优出租，聚优出行，聚的出租车，聚的新出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，风韵出行，首汽约车
南京站到栖霞区，指定T3出行车型的车，安全护航车型,[],[],,优享型，特惠快车，经济，经济型,,T3出行
携带冲浪板从市区到金牛湖，打一辆365约车的车型，周日早8点,[],[],,优享型，特惠快车，经济，经济型,,365约车
,[],[],,出租，出租车，特惠快车，经济，经济型,,出租车，南京出租，聚优出租，聚的出租车，聚的新出租，腾飞新出租，鞍马聚的-低档，鞍马聚的-高档出租车，鞍马聚的新出租
剧组拍摄设备运输从江苏广电城到石湫影视基地，预约叮叮出行车型的轿车,[],[],,无,,无
残疾人出行从省人民医院到南京南站，需要无障碍车型，本周三上午10点,[],[],,[],,[]
外滩音乐节散场时需要拼车服务，从青奥体育公园到鼓楼区，接受动态定价,[],[],,拼车，特价拼车,,极速拼车，特价拼车
企业客户指定享道出行车型的车，固定司机，每日从江宁到江北新区通勤,[],[],,无,,无
红酒品鉴会结束后代驾需求，需要代驾服务连接舒适型车,[],[],,[],,[]
清明扫墓包车从锁金村到雨花台功德园，需要六座商务车，6月4日7:00出发,[],[],,六座商务,,享道出行，六座商务，叮叮出行，特价专车，神州专车，腾飞出行，首汽约车
国际会议用车需求，5辆滴滴豪华车统一车型，,[],[],,经济型,,旅程约车，聚优出租
跨年夜从中华门城堡到河西CBD，预约豪华车型 预算¥520,[],[],,[],,[]
从三里屯到首都机场，使用T3出行车型的车，明早6点前出发，价格不超过150元，赶早班机,[],[],,优享型，特惠快车，经济，经济型,,T3出行
周末去慕田峪长城想约六座商务车，3个家庭共5人，预算300元以内，上午9点出发,[],[],,六座商务,,享道出行，六座商务，叮叮出行，特价专车，神州专车，腾飞出行，首汽约车
今晚10点后从工体回家要滴滴豪华车，希望车内环境舒适，价格可接受50元以下,[],[],,[],,[]
早高峰（8:00-9:00）国贸到西二旗求特惠快车，要求30分钟内接单，车费控制在60元左右,[],[],,[],,[]
带宠物去医院需要阳光出行车型的车，明日下午3点，要求后备箱空间充足，预算100元,[],[],,[],,[]
凌晨2点首都机场接机预约曹操出行车型的车，4件大行李，需后备箱大的车型，预算200元,[],[],,[],,[]
带老人儿童游故宫要舒适型专车，周六上午8点从朝阳公园出发，可接受150-180元,[],[],,[],,[]
公司团建后需要六座专车，晚上10点从簋街回亦庄，6人微醺状态，预算350元,[],[],,[],,[]
临时文件急送望京到丽泽商务区，要及时用车的快车服务，1小时内到达，费用120元内,[],[],,特快车，特惠快车,,365约车，T3出行，享道出行，南京出租，及时用车，叮叮出行，妥妥E行，旅程约车，曹操出行，有序出行，有滴出行，沛途出行，特快车，特惠快车，环旅出行，神州专车，聚优出租，聚优出行，聚的出租车，聚的新出租，腾飞出行，腾飞新出租，迪尔出行，阳光出行，鞍马出行，风韵出行，首汽约车
雨雪天气从南站到国贸约品质专车，今晚19:30，要求驾驶经验丰富的司机，预算可上浮20%,[],[],,专车，优享型，六座商务，品质专车，推荐，特惠快车，经济，经济型,,享道出行，叮叮出行，品质专车，旅程专车，有序出行，特价专车，环旅出行，神州专车，腾飞出行，鞍马出行，风韵出行，首汽约车
早班高铁抵京（6:15到北京南站）要特快车接驳，7点前到金融街，接受150元以内,[],[],,特快车,,特快车
深夜急诊送医需要腾飞新出租，现从回龙观到协和医院，价格不限但要求10分钟接单,[],[],,特惠快车，经济，经济型,,腾飞新出租
带孩子参观清华要聚优出租，周六上午8点从通州出发，要求安装儿童座椅，预算180元,[],[],,[],,[]
晚高峰（18:30）从西直门到首都机场T3，优先滴滴特快，接受动态调价+30%以内,[],[],,特惠快车，经济型,,曹操出行，特惠快车，神州专车，腾飞出行，迪尔出行
孕妇产检用车指定旅程约车舒适型，每周三上午固定预约，要求平稳驾驶，预算150元/次,[],[],,优享型，经济型,,旅程约车
