category,app_name,instruction_template,final_query,is_train,available_tools
收藏,闲鱼,在闲鱼中查看我收藏的失效宝贝,YOYO助手，现在我在闲鱼app里收藏的宝贝有哪些已经失效了？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,抖音火山版,在抖音火山版中查看收藏的商品,YoYo，帮我打开抖音火山版里的收藏夹，看看我之前收藏的那些杯子还在不在。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,抖音火山版,在抖音火山版中查看收藏的商品,抖音火山app里怎么查看自己收藏过的商品啊？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,抖音火山版,在抖音火山版中查看收藏的商品,快带我去抖音火山版的商品收藏列表里逛逛，有没有打折的可以下手了。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,抖音火山版,在抖音火山版中查看收藏的商品,抖音火山小视频里面收藏的商品还能找到吗？我记得前几天收藏了一个挺好看的收纳盒。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,抖音火山版,在抖音火山版中查看收藏的商品,抖音火山版收藏的商品在哪里看？教教我操作一下呗。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中搜索收藏中的<搜索内容>,YoYo，在阿里巴巴帮我找一下收藏夹里的北面羽绒服。,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,阿里巴巴,在阿里巴巴中搜索收藏中的<搜索内容>,我想在阿里巴巴查看收藏夹里的乐高积木，能帮我吗？,1,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,阿里巴巴,在阿里巴巴中搜索收藏中的<搜索内容>,阿里巴巴收藏里的美的电饭煲有没有货？,1,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,阿里巴巴,在阿里巴巴中搜索收藏中的<搜索内容>,能不能帮我查查阿里巴巴收藏夹里还有没有这款手机壳？,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,阿里巴巴,在阿里巴巴中搜索收藏中的<搜索内容>,快帮我看看阿里巴巴收藏里的怎么没有之前存的蓝牙耳机了？,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,阿里巴巴,在阿里巴巴中搜索关注店铺中的<搜索内容>,YoYo，在阿里巴巴上找一下有没有关注卖复古风窗帘的店铺。,1,"[{""name"": ""search_in_favorite_stores(app, search_info)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并在其中的搜索栏搜索商品""}]"
收藏,阿里巴巴,在阿里巴巴中搜索关注店铺中的<搜索内容>,我想在我的阿里巴巴关注列表里找一家专门做宠物用品的店，能帮我看看吗？,0,"[{""name"": ""search_in_favorite_stores(app, search_info)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并在其中的搜索栏搜索商品""}]"
收藏,阿里巴巴,在阿里巴巴中搜索关注店铺中的<搜索内容>,快帮我查查阿里巴巴里关注的店铺有没有卖无线蓝牙耳机的！,0,"[{""name"": ""search_in_favorite_stores(app, search_info)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并在其中的搜索栏搜索商品""}]"
收藏,阿里巴巴,在阿里巴巴中搜索关注店铺中的<搜索内容>,阿里巴巴里的关注店铺能不能搜户外野营用具啊？,1,"[{""name"": ""search_in_favorite_stores(app, search_info)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并在其中的搜索栏搜索商品""}]"
收藏,阿里巴巴,在阿里巴巴中搜索关注店铺中的<搜索内容>,在1688的关注店铺里搜索“韩版修身西装外套”，有结果吗？,0,"[{""name"": ""search_in_favorite_stores(app, search_info)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并在其中的搜索栏搜索商品""}]"
收藏,阿里巴巴,在阿里巴巴中查看关注的店铺,YoYo，快帮我打开阿里巴巴看看我关注的店铺有没有新品上架！,0,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看关注的店铺,我想在1688里查看之前收藏的店铺，能帮我吗？,0,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看关注的店铺,YoYo，我在阿里巴巴的关注店铺里有个叫啥啥啥的店，能找到吗？,1,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看关注的店铺,请带我进入阿里巴巴的关注店铺页面。,1,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看关注的店铺,哎呀，我忘记在哪个平台关注了一家店铺，是不是在1688上啊？,0,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏,YoYo，帮我看看阿里巴巴里收藏的东西都有哪些。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏,我想在1688里面查看我收藏的商品，能教我怎么操作吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏,快点带我去阿里巴巴收藏夹逛逛！,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏,我的宝贝收藏怎么在阿里巴巴上找不到啊？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏,阿里巴巴里的收藏功能怎么用得物不着调的？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中降价商品,YoYo，帮我看看阿里巴巴里我收藏的商品有没有降价的。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中降价商品,我想在1688里面查看收藏夹里哪些商品最近降价了？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中降价商品,快帮我查一下阿里巴巴收藏夹里的降价商品！,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中降价商品,YoYo，在1688中怎么找到我收藏中正在打折的商品呀？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中降价商品,YoYo助手，我在阿里巴巴收藏的商品降价了吗？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中低价补货商品,YoYo，快帮我看看阿里巴巴里收藏的那些低价补货商品有没有上新。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中低价补货商品,我在阿里巴巴收藏了一些低价补货的商品，能帮我查一下有没有补货吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中低价补货商品,能不能去1688上找找我之前收藏的那些低价补货商品有没有重新上架？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中低价补货商品,哎呀，我的1688收藏夹里有几个低价补货的宝贝好久没看了，你帮我查查有没有更新吧！,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中低价补货商品,我想在阿里巴巴网站上查看我收藏的低价补货商品，你能帮我操作一下吗？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中买过商品,阿里巴巴里怎么查看我收藏买过的商品？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中买过商品,YoYo，帮我打开阿里巴巴收藏夹里的已购商品列表。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中买过商品,我想在1688里面查看之前买过的收藏商品，怎么操作？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中买过商品,快告诉我，在阿里巴巴哪里能找到已经购买过的收藏品！,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,阿里巴巴,在阿里巴巴中查看收藏中买过商品,YoYo，我在淘宝上能看到买过的收藏商品，那在阿里巴巴可以吗？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中搜索收藏中的<搜索内容>,YoYo，快帮我看看唯品会上有没有收藏夹里的那款无线耳机。,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,唯品会,在唯品会中搜索收藏中的<搜索内容>,我想在唯品会里找找收藏的复古风连衣裙，能帮我查一下吗？,1,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,唯品会,在唯品会中搜索收藏中的<搜索内容>,唯品会收藏里的运动鞋怎么找不到？你帮我搜一下行不行？,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,唯品会,在唯品会中搜索收藏中的<搜索内容>,在唯品会收藏夹中有一款保温杯，帮我查找一下是否还有货。,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,唯品会,在唯品会中搜索收藏中的<搜索内容>,YoYo，我在唯品会关注的商品里有个收纳箱，现在有没有优惠活动？,1,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,唯品会,在唯品会中查看我的收藏,YOYO，快帮我看看我在唯品会的收藏夹里都有啥好东西。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏,我想在唯品会上查看我收藏的商品，能帮我打开吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏,YoYo助手，带我去唯品会收藏页面逛逛呗～,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏,唯品会里的收藏列表在哪啊？教教我怎么找到！,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏,快点带我去看看唯品会的我的收藏页面，我之前加购了好多东西！,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中降价商品,YoYo，快帮我看看唯品会里我的收藏商品有没有降价的！,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中降价商品,唯品会上我收藏的商品最近有优惠吗？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中降价商品,查一下我在唯品会的收藏夹里有哪些东西正在打折。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中降价商品,我想在唯品会查看我收藏中的商品有没有降价，你能帮我吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中降价商品,唯品会收藏夹里的商品是不是有促销活动啊？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中有货商品,唯品会里的收藏夹里有没有有货的商品呀？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中有货商品,YOYO，帮我看看我在唯品会收藏的商品哪些现在还有货。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中有货商品,我想在唯品会查看我收藏的那些还有库存的商品，能帮我筛选一下吗？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中有货商品,唯品会有办法直接看收藏夹里哪些商品是正在销售中的吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中有货商品,YOYO，快帮我查一下唯品会收藏夹中有哪些商品目前是有货可以买的。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中已失效商品,YoYo，快帮我看看唯品会里我的收藏夹里有没有已经失效的商品！,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中已失效商品,我想在唯品会上查看我收藏的那些已经失效的商品，能帮我吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中已失效商品,YoYo助手，我现在想查一下我在唯品会的收藏夹中哪些商品已经下架了。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中已失效商品,唯品会APP里的收藏夹有些商品好像不能买了，怎么查看这些失效商品？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中已失效商品,YoYo，能不能帮我整理一下我在唯品会收藏夹里所有已经失效的商品？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中7天内收藏商品,YoYo，快帮我看看唯品会里我最近7天收藏了哪些商品。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中7天内收藏商品,唯品会上有没有办法只查看我收藏夹里这周新增的东西？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中7天内收藏商品,我想查看在唯品会中7天内收藏的商品列表，能帮我吗？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中7天内收藏商品,YoYo，我之前在唯品会收藏的那些东西，最近一周的是哪些啊？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中7天内收藏商品,唯品会那个我的收藏页面，能不能按7天内的筛选一下啊？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中1个月内收藏商品,YoYo，帮我查一下唯品会里我一个月内收藏的商品都有哪些。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中1个月内收藏商品,我想看看我在唯品会上这一个月收藏了什么东西。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中1个月内收藏商品,快点打开唯品会，显示我最近一个月的收藏夹内容。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中1个月内收藏商品,唯品会我的收藏里面，最近一个月有没有什么新款啊？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中1个月内收藏商品,YoYo，唯品会收藏夹里的商品能不能按时间筛选，只看一个月内的？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中3个月内收藏商品,YoYo，帮我查一下唯品会里我收藏的宝贝，这三个月内收藏的商品有哪些。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中3个月内收藏商品,我想在唯品会上看看我最近三个月收藏了啥好东西。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中3个月内收藏商品,YoYo助手，快帮我打开唯品会收藏夹，查看3个月内收藏的商品。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中3个月内收藏商品,唯品会里的收藏商品怎么找不到三个月内的了？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中3个月内收藏商品,YoYo，我之前在唯品会收藏了好多东西，能帮我筛选出近三个月的吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中半年前收藏商品,YoYo，快帮我查查唯品会里我半年前收藏的商品都有啥。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中半年前收藏商品,我想看看我在唯品会收藏夹里半年前收藏了哪些东西。,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中半年前收藏商品,唯品会我的收藏里半年前加的那些商品还能买吗？,0,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中半年前收藏商品,YoYo，我记得在唯品会收藏过几个包包，是半年前的事了，现在找不到了，你能帮我找一下吗？,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,唯品会,在唯品会中查看我的收藏中半年前收藏商品,请帮我筛选出唯品会收藏列表中半年前收藏的所有商品。,1,"[{""name"": ""open_favorite_goods(app, filter_type, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选""}]"
收藏,得物,在得物中搜索想要中的<搜索内容>,在毒里能帮我找一下复古运动鞋吗？,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,得物,在得物中搜索想要中的<搜索内容>,YoYo，快帮我搜索得物潮流上的潮牌卫衣！,1,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,得物,在得物中搜索想要中的<搜索内容>,有没有人在得物看到过限量版的泡泡玛特盲盒？,1,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,得物,在得物中搜索想要中的<搜索内容>,我想在dw上找一双滑板鞋，你能帮我查查吗？,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
收藏,得物,在得物中搜索想要中的<搜索内容>,得物APP里有Supreme的联名款吗？帮我看看！,0,"[{""name"": ""search_in_favorite_goods(app, search_info)"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索""}]"
搜索,抖音,在抖音的商城中搜索<搜索内容>,帮我打开抖音，进入商城搜索一下水果。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,抖音,在抖音的商城中搜索<搜索内容>,YoYo，我在抖音短视频里找不到商城入口，你能教我怎么进去搜一下不刷碗美食吗？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,抖音,在抖音的商城中搜索<搜索内容>,快帮我用dy搜一个运动水杯！,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,抖音,在抖音的商城中搜索<搜索内容>,YoYo助手，能不能帮我查查抖音商城里有没有便携式充电宝卖？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,抖音,在抖音的商城中搜索<搜索内容>,哎呀，在抖音小视频的商城里能买到手机壳吗？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
