query,可选车型组合,模型输出车型组合,正确车型组合,prec,rec,f1,proper
预约滴滴的六座豪华车从大明湖到遥墙机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座豪华车'}],[{'六座': '六座豪华车'}],1.0,1.0,1.0,1
打个特价拼车或特惠快车去正定机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
要预约一辆舒适型专车从三里庵到新桥机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
打个特惠快车或特价拼车去市中心的万象城,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
叫一辆滴滴专车,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'拼车': '特价拼车'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
叫个特价拼车到萧山机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'拼车': '特价拼车'}],[{'拼车': '特价拼车'}],1.0,1.0,1.0,1
从上海虹桥火车站到外滩,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'拼车': '特价拼车'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'舒适': '滴滴专车'}]","[{'六座': '六座专车'}, {'舒适': '滴滴专车'}]",1.0,1.0,1.0,1
从深圳北到宝安机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从成都春熙路叫特价拼车到双流机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'拼车': '特价拼车'}],[{'拼车': '特价拼车'}],1.0,1.0,1.0,1
从天河城到白云机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'六座': '六座豪华车'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'快速': '曹操出行'}, {'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'快速': '曹操出行'}, {'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
叫辆舒适型的滴滴专车去禄口机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
叫辆六座专车从星海广场到周水子机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
预约滴滴豪华车,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴豪华车'}],[{'舒适': '滴滴豪华车'}],1.0,1.0,1.0,1
打个特惠快车或特价拼车去滨海新区,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从黄花机场到橘子洲头,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'拼车': '特价拼车'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'特价': '惊喜特价'}, {'推荐': '特惠快车'}]","[{'特价': '惊喜特价'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从郑州东站到少林寺景区,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
从武汉光谷广场到天河机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]",1.0,1.0,1.0,1
从滇池到长水机场选曹操出行,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'快速': '曹操出行'}],[{'快速': '曹操出行'}],1.0,1.0,1.0,1
用滴滴专车从中央大街到太平国际机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
用特惠快车或特价拼车从柳巷到武宿机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'舒适': '滴滴专车'}, {'推荐': '花小猪正价版'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
用滴滴专车从呼和浩特火车站到白塔机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
从地窝堡机场到国际大巴扎,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '花小猪正价版'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '花小猪正价版'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
用特价拼车从宁波天一广场到栎社机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'舒适': '滴滴专车'}, {'推荐': '花小猪正价版'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'拼车': '特价拼车'}],[{'拼车': '特价拼车'}],1.0,1.0,1.0,1
从美兰机场到日月广场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]",1.0,1.0,1.0,1
拉萨贡嘎机场到布达拉宫约个舒适型专车,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
用滴滴豪华车从广州塔到白云机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴豪华车'}],[{'舒适': '滴滴豪华车'}],1.0,1.0,1.0,1
从西湖到萧山机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从虹桥火车站到外滩,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'舒适': '滴滴专车'}]","[{'六座': '六座专车'}, {'舒适': '滴滴专车'}]",1.0,1.0,1.0,1
用滴滴叫辆专车从厦门鼓浪屿码头到高崎机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
预约一辆舒适型专车去流亭机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
从星海广场到周水子机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
从中央大街到太平国际机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
用特惠快车或特价拼车到长水机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从青秀山到吴圩机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'舒适': '滴滴专车'}, {'推荐': '特快出租车'}]","[{'舒适': '滴滴专车'}, {'推荐': '特快出租车'}]",1.0,1.0,1.0,1
从二七塔到新郑机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
从大召寺到白塔机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
叫个六座专车从南湖公园到龙嘉机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
要选认路的司机用特快出租车从乌鲁木齐红山到地窝堡机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'推荐': '特快出租车'}],[{'推荐': '特快出租车'}],1.0,1.0,1.0,1
打个滴滴专车去河东机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
从万绿园到美兰机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'舒适': '滴滴专车'}, {'推荐': '特惠快车'}]","[{'舒适': '滴滴专车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从三亚亚龙湾到凤凰机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
叫辆特快出租车到栎社机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'推荐': '特快出租车'}],[{'推荐': '特快出租车'}],1.0,1.0,1.0,1
叫个车从杭州西湖景区到萧山机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'快速': '曹操出行'}, {'快速': '出租车'}]","[{'快速': '曹操出行'}, {'快速': '出租车'}]",1.0,1.0,1.0,1
要选特价拼车或者特惠快车去浦东世纪公园,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'特价': '惊喜特价'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
叫特快出租车或曹操出行去白云机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'舒适': '滴滴专车'}, {'推荐': '花小猪正价版'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'快速': '曹操出行'}],[{'快速': '曹操出行'}],1.0,1.0,1.0,1
在钟楼附近用滴滴叫个特价拼车到咸阳国际机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'推荐': '特惠快车'}]",[{'拼车': '特价拼车'}],[{'拼车': '特价拼车'}],1.0,1.0,1.0,1
用滴滴专车从春熙路到双流机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'特价': '惊喜特价'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
